omega_name,n_episodes,n_steps,mean_scalarised_reward,tail_p99_ms,mean_energy_step,mean_memory_delta,wall_time_s
energy_corner,200,5901,-0.17775665210719999,1.275583985261619,0.17775665210719999,0.1793693497592646,6.513469632016495
memory_corner,200,5901,-0.17964383258271716,1.2075200211256742,0.17765844685407922,0.17964383258271716,6.617208352021407
center,200,5901,-0.050186658467181434,1.1538559920154512,0.17775665210719999,0.1793693497592646,6.468002495996188
