omega_name,n_episodes,n_steps,mean_scalarised_reward,tail_p99_ms,mean_energy_step,mean_memory_delta,wall_time_s
energy_corner,200,5912,-0.17781762928980452,1.2703510397841458,0.17781762928980452,0.17866223120963623,6.773587903999214
memory_corner,200,5912,-0.17866223120963623,1.2497283201992104,0.17781762928980452,0.17866223120963623,6.619886720000068
center,200,5912,-0.050035726251294876,1.1898704020313744,0.17781762928980452,0.17866223120963623,6.529374015999565
