step,generate_ms,forward_ms,backward_ms,optim_ms,total_ms,loss,reward_mean,reward_std,gpu_util_pct,gpu_freq_mhz,ram_used_mb,vdd_gpu_mw,vdd_cpu_mw
13,676.1739198118448,61.636896803975105,104.61548715829849,292.0293752104044,1134.7950715571642,0.0,0.0,0.0,59.13224823101087,0,16180,14362,2244
14,394.9307519942522,61.735520139336586,104.15033623576164,289.33299146592617,850.4816945642233,0.0,0.1666666716337204,0.0,62.15846230703069,0,16180,14687,2214
15,395.51542326807976,61.57955341041088,103.66755165159702,292.29091107845306,853.3870708197355,0.0,-0.1666666716337204,0.0,63.876765717197664,0,16180,14881,2201
16,675.8599039167166,61.72691099345684,104.19606417417526,292.5805766135454,1134.7039677202702,-0.06930744647979736,0.0,0.2571297585964203,60.935176559255076,0,16180,14650,2234
17,395.6653755158186,61.59139238297939,104.62883301079273,292.58006252348423,854.8341747373343,0.0,0.0,0.0,63.10560181431993,0,16180,14863,2227
18,675.0280950218439,61.491550877690315,104.32249680161476,292.55420714616776,1133.7311994284391,0.0,0.0,0.0,60.065725039999926,0,16180,14412,2243
19,673.9124804735184,61.70172803103924,104.3485440313816,292.79324784874916,1133.0874562263489,-2.0693514347076416,0.0555555559694767,0.07856742292642593,58.822415493500415,0,16180,14475,2248
20,675.6082568317652,61.80831976234913,105.11129535734653,292.6040645688772,1135.4687362909317,0.054153621196746826,0.0416666679084301,0.0589255690574646,54.05229077188781,0,16180,14172,2253
21,674.8944632709026,61.63088046014309,104.28601689636707,292.5657909363508,1133.715519681573,0.0910426676273346,-0.04545454680919647,0.06428243964910507,53.54062712673613,0,16180,14281,2251
22,675.4780150949955,61.541760340332985,104.66390289366245,292.62336157262325,1134.6638407558203,1.9527500867843628,-0.04545454680919647,0.06428243964910507,58.22555637089349,0,16180,14382,2251
23,675.3043849021196,61.89785711467266,104.4074222445488,292.4962565302849,1134.4434563070536,-1.944604754447937,0.18333333730697632,0.0235702246427536,58.87745668265199,0,16180,14421,2250
24,395.8408962935209,61.495840549468994,103.99718396365643,292.8433269262314,854.5066229999065,0.0,0.0,0.0,62.01453448007706,0,16180,14760,2215
25,675.3434892743826,62.117695808410645,103.91580872237682,292.4256958067417,1134.133504703641,-2.0747413635253906,0.04545454680919647,0.06428243964910507,59.86929642645685,0,16180,14545,2237
26,395.2781446278095,61.63603067398071,105.01078516244888,292.3151683062315,854.5714896172285,0.0,0.0,0.0,60.75567727735985,0,16180,14836,2211
27,676.4140799641609,62.03574500977993,104.84515130519867,292.3894077539444,1136.0151674598455,0.0,0.0,0.0,59.259018189589966,0,16180,14361,2237
28,395.9690872579813,61.38508766889572,105.22307083010674,292.64720156788826,855.5534724146128,0.0,0.0,0.0,60.53404760741205,0,16180,14623,2211
29,674.9448962509632,61.89459189772606,104.90153543651104,292.3471685498953,1134.4244163483381,1.9042305946350098,0.12878787517547607,0.05356869846582413,59.75616360644241,0,16180,14514,2237
30,395.7336973398924,61.576128005981445,105.0094086676836,292.59414225816727,855.2475515753031,0.0,0.3333333432674408,0.0,62.083643587968815,0,16180,14834,2228
31,396.1217291653156,61.6180170327425,104.51295971870422,292.6439046859741,855.2324492484331,0.0,0.0,0.0,57.69944430194733,0,16180,14919,2206
32,675.8370250463486,61.727264896035194,104.56355102360249,292.31337644159794,1134.7842887043953,0.25322696566581726,0.18636363744735718,0.12213663756847382,59.51242450758584,0,16180,14528,2227
33,675.6084486842155,61.870334669947624,105.12137599289417,292.3861760646105,1135.3264637291431,0.0,0.0,0.0,58.85149949052664,0,16180,14289,2254
34,675.595361739397,61.766304075717926,103.5323515534401,292.20435209572315,1133.4309447556734,2.0055038928985596,-0.21969696879386902,0.07499617338180542,58.48614975492251,0,16180,14366,2250
35,673.6556477844715,61.79545447230339,104.27510552108288,292.29299165308475,1132.3482561856508,1.7944031953811646,-0.04545454680919647,0.06428243964910507,54.29377795570138,0,16180,14180,2254
36,676.0438401252031,61.369726434350014,104.29865680634975,292.48252883553505,1134.5322895795107,0.0,0.0,0.0,54.169425277946765,0,16180,14061,2243
37,674.6053453534842,61.8375688791275,104.37155142426491,292.44934394955635,1133.592864498496,0.0,0.0,0.0,56.58881353256519,0,16180,13974,2248
38,674.5817270129919,61.63526512682438,104.54201512038708,292.2213114798069,1133.3185583353043,-1.9898884296417236,0.05000000074505806,0.0707106813788414,58.718424586810144,0,16180,14194,2249
39,675.0290244817734,61.73689663410187,104.68761622905731,292.32393577694893,1134.1062728315592,-1.9692553281784058,0.05000000074505806,0.0707106813788414,58.715080816102606,0,16180,14426,2249
40,677.4018239229918,61.62569671869278,104.49510253965855,292.4089599400759,1136.268062517047,-1.6929458379745483,-0.0833333358168602,0.1178511381149292,58.64008680468368,0,16180,14593,2260
41,674.7589446604252,61.662688851356506,104.58492673933506,292.47862473130226,1133.8213440030813,0.03144568204879761,-0.15340909361839294,0.040176525712013245,54.366355310285705,0,16180,14245,2257
42,675.1172803342342,61.487775295972824,104.68240082263947,292.29494370520115,1133.9185927063227,0.0,0.0,0.0,54.25085236195149,0,16180,14119,2252
43,673.1486078351736,61.83158420026302,103.50598394870758,292.06310398876667,1130.8909431099892,0.0,0.0,0.0,56.31859688918458,0,16180,14049,2251
44,674.6198385953903,61.82662397623062,104.35887984931469,292.04947128891945,1133.195934817195,0.0,0.0,0.0,58.11657566997744,0,16180,14028,2251
45,676.5276789665222,61.86828762292862,104.16793636977673,292.41420701146126,1135.319422930479,-2.01444935798645,-0.21212121844291687,0.17141982913017273,58.48443058586521,0,16180,14293,2262
46,675.030879676342,61.56342290341854,104.5044157654047,292.16601699590683,1133.6026564240456,0.0,0.0,0.0,54.0202631449162,0,16180,13972,2296
47,393.88639852404594,61.5870077162981,104.6777293086052,292.29574277997017,852.7743350714445,0.0,-0.1666666716337204,0.0,61.244538632512125,0,16180,14750,2261
48,673.6387200653553,61.7067851126194,103.87027077376842,292.1014726161957,1131.6476482897997,0.0,0.0,0.0,54.50480197792853,0,16180,14091,2295
49,395.1416313648224,61.85094267129898,104.9087680876255,292.63011179864407,854.8594545572996,0.0,0.0,0.0,61.79035828413724,0,16180,14801,2261
50,672.794334590435,61.46044842898846,104.19958271086216,292.2397442162037,1131.0279667377472,1.9408966302871704,-0.09090909361839294,0.12856487929821014,54.9010061576331,0,16180,14281,2271
51,674.1604488343,61.619967222213745,104.10374402999878,292.6512323319912,1132.8748799860477,0.0,0.0,0.0,54.7168088056176,0,16180,14176,2269
52,673.4618879854679,61.325760558247566,103.64201664924622,292.65359975397587,1131.4185597002506,0.0,0.0,0.0,57.87544969277343,0,16180,14032,2269
53,393.6971854418516,61.5375991910696,104.45948876440525,292.4598716199398,852.4864967912436,0.0,0.3333333432674408,0.0,60.856195116743535,0,16180,14473,2242
54,673.077505081892,61.49356812238693,104.75219041109085,292.52544045448303,1132.1813762187958,0.0,0.0,0.0,60.524115038394626,0,16180,14249,2260
55,672.8034242987633,61.664288863539696,104.34521548449993,292.41398349404335,1131.5602883696556,0.0,0.0,0.0,59.72340864115836,0,16180,14133,2264
56,672.7465912699699,61.631424352526665,104.17395271360874,292.4504317343235,1131.3381437212229,-0.3995555639266968,0.0037878789007663727,0.12320800870656967,54.62107692435397,0,16180,13971,2295
57,674.2603834718466,61.57100759446621,104.5520007610321,292.83216036856174,1133.5569601505995,0.0,0.10000000149011612,0.0,54.86180569349927,0,16180,14042,2278
58,675.3133106976748,61.42870336771011,103.91744039952755,292.644863948226,1133.6379516869783,1.8417372703552246,0.13333334028720856,0.0471404567360878,54.058706518840765,0,16180,14147,2270
59,394.8278073221445,61.705728992819786,103.92985492944717,292.43654385209084,853.2301429659128,0.0,0.0,0.0,54.38587396137421,0,16180,14638,2243
60,394.221056252718,61.36607937514782,104.67199981212616,292.49190352857113,853.079903870821,0.0,0.0,0.0,55.89073342756441,0,16180,14795,2231
61,674.8748477548361,61.73929572105408,104.68822531402111,292.3574708402157,1134.004894644022,-0.12181311845779419,-0.01666666567325592,0.2592724859714508,54.86516010870127,0,16180,14395,2256
62,672.7743372321129,61.48425675928593,104.46271859109402,292.4986891448498,1131.5547209233046,-1.9626586437225342,0.17424243688583374,0.010713739320635796,56.57575699137483,0,16180,14373,2264
63,674.1001289337873,61.80265732109547,104.73215952515602,292.46016032993793,1133.4384009242058,-0.6309568881988525,0.05454545468091965,0.20570380985736847,58.21023708092633,0,16180,14438,2277
64,673.3755208551884,61.55337579548359,104.26553525030613,292.5747837871313,1132.1048643440008,1.915265440940857,0.13333334028720856,0.0471404567360878,58.72961060417571,0,16180,14576,2282
65,673.3857281506062,61.73510290682316,103.6528330296278,292.5095669925213,1131.620479747653,0.142322838306427,0.14646464586257935,0.04999745264649391,54.75811637884441,0,16180,14247,2301
66,673.5448334366083,61.79855950176716,103.57647947967052,291.25980846583843,1130.5171847343445,-2.0425865650177,0.04545454680919647,0.06428243964910507,54.57965207750077,0,16180,14301,2278
67,674.2228157818317,61.544448137283325,104.38611172139645,292.0908164232969,1132.5767673552036,1.8559669256210327,-0.0833333358168602,0.1178511381149292,57.54957027109533,0,16180,14368,2270
68,673.6362241208553,61.74233555793762,104.56755198538303,289.83753733336926,1130.1209926605225,-1.8102023601531982,0.05000000074505806,0.0707106813788414,58.69114699072577,0,16180,14451,2267
69,673.9501114934683,61.61948665976524,104.70710508525372,292.31408052146435,1132.9271364957094,-1.978788137435913,0.05000000074505806,0.0707106813788414,58.723171709585465,0,16180,14530,2276
70,673.9964801818132,61.361728236079216,103.95500808954239,291.8103039264679,1131.4615681767464,0.0,0.0,0.0,54.23482251842271,0,16180,14034,2301
71,674.9606411904097,61.77423894405365,103.40054519474506,292.1850234270096,1132.6599046587944,-0.27603235840797424,-0.22727273404598236,0.19284731149673462,53.90136813503159,0,16180,14111,2278
72,673.9400643855333,61.613984405994415,104.37750443816185,289.4315831363201,1129.7019831836224,-1.6849027872085571,0.25,0.1178511381149292,54.2813351147808,0,16180,14338,2270
73,673.0092484503984,62.19174340367317,104.25654426217079,292.23670437932014,1132.032960653305,-0.09131038188934326,0.10000000149011612,0.1414213627576828,57.40115491914042,0,16180,14448,2267
74,393.8091844320297,61.59292720258236,104.280736297369,291.7627841234207,851.7914563417435,0.0,0.0,0.0,61.25717776882015,0,16180,14784,2255
75,394.92790400981903,61.51971220970154,104.07308675348759,291.841983795166,852.6932783424854,0.0,0.5,0.0,57.73646468661804,0,16180,14895,2236
76,673.7737599760294,61.57577596604824,104.7612801194191,289.5679995417595,1130.013631656766,0.0,0.0,0.0,58.131180896956856,0,16180,14374,2258
77,394.55216005444527,61.60121597349644,104.29776087403297,292.0095678418875,852.7976013720036,0.0,0.0,0.0,60.35601691471832,0,16180,14650,2252
78,674.040000885725,61.89219281077385,104.16544042527676,291.78316704928875,1132.2187203913927,-0.6307282447814941,0.05833333358168602,0.2003469169139862,59.59961005776588,0,16180,14507,2262
79,674.8392004519701,61.74099072813988,104.49667274951935,291.8477766215801,1133.2648973912,-0.37788695096969604,-0.05000000074505806,0.0707106813788414,59.267217951999065,0,16180,14560,2277
80,674.2870062589645,61.60246394574642,103.88687998056412,289.42633606493473,1129.5398063957691,-0.09746196866035461,0.09090909361839294,0.12856487929821014,54.91670283236975,0,16180,14242,2301
81,674.5402552187443,61.368320137262344,103.53798419237137,291.5154565125704,1131.2961596995592,-1.1086390018463135,0.1666666716337204,0.2357022762298584,54.26998546601335,0,16180,14330,2278
82,672.8498227894306,61.41990423202515,104.35808077454567,291.60828702151775,1130.5710710585117,0.0,0.0,0.0,52.2196127211953,0,16180,14213,2271
83,674.4009926915169,61.71971186995506,104.30841520428658,292.1244166791439,1132.9127363860607,2.004208564758301,-0.09090909361839294,0.12856487929821014,56.39993429314726,0,16180,14312,2268
84,673.947649076581,61.75507232546806,104.37558405101299,288.89596834778786,1129.3125450611115,2.0136032104492188,-0.0625,0.0883883461356163,57.715729753209374,0,16180,14481,2276
85,394.64553631842136,61.639007180929184,104.7733761370182,292.2474890947342,853.6389451473951,0.0,0.1666666716337204,0.0,61.80273946997803,0,16180,14872,2260
86,673.6997440457344,61.50294281542301,104.56105694174767,291.2272959947586,1131.3473600894213,-0.014749675989151001,0.05000000074505806,0.0707106813788414,60.19687837412877,0,16180,14702,2264
87,394.6530558168888,61.66323088109493,104.36329618096352,292.32262447476387,853.3381763845682,0.0,0.0,0.0,62.500555364420556,0,16180,14971,2255
88,673.3192000538111,61.574431136250496,103.97740826010704,289.09260779619217,1128.3004153519869,0.0,0.0,0.0,55.572719997649855,0,16180,14194,2293
89,395.146943628788,61.47436797618866,104.58214394748211,292.4982067197561,854.0311679244041,0.0,0.1666666716337204,0.0,62.03553222554959,0,16180,14819,2259
90,673.9790067076683,61.5145917981863,104.50131259858608,291.6337922215462,1131.9592632353306,0.0,0.0,0.0,55.61897998607792,0,16180,14091,2294
91,394.38979141414165,61.74096092581749,104.46479916572571,292.28758439421654,853.2161600887775,0.0,0.0,0.0,62.06074429288752,0,16180,14788,2260
92,674.1105914115906,61.90809607505798,103.7107203155756,291.58499278128147,1131.653793156147,-2.1239500045776367,0.18333333730697632,0.0235702246427536,55.342610147389,0,16182,14311,2341
93,678.5212159156799,62.05295957624912,104.40294444561005,292.1750396490097,1137.4925430864096,-1.953101396560669,0.0416666679084301,0.0589255690574646,53.94604801927863,0,16184,14308,2585
94,672.8949435055256,61.869919300079346,103.27913612127304,292.43932850658894,1130.820032209158,-1.8298698663711548,0.31060606241226196,0.20356105268001556,57.59285439169959,0,16184,14397,2388
95,672.3714247345924,61.70979142189026,102.79779136180878,292.11251251399517,1129.3213125318289,1.998908281326294,-0.05000000074505806,0.0707106813788414,58.76370383922383,0,16184,14509,2315
96,672.7865599095821,61.31190434098244,102.95395180583,292.0303996652365,1129.4277757406235,0.05805966258049011,-0.10000000149011612,0.1414213627576828,58.91468259326306,0,16184,14610,2293
97,672.5168954581022,62.19433434307575,102.51974500715733,292.01814346015453,1129.5938231050968,-0.11859214305877686,0.15000000596046448,0.0707106813788414,54.4994775734056,0,16184,14280,2316
98,505.2629765123129,61.5304633975029,103.78521680831909,292.22607985138893,963.1414730101824,-0.13134121894836426,0.0555555559694767,0.07856742292642593,60.73449480966,0,16184,14960,2287
99,671.2086405605078,61.54303997755051,103.1942069530487,292.376097291708,1128.651488572359,-2.1015944480895996,0.0555555559694767,0.07856742292642593,55.19961976619379,0,16184,14459,2315
100,672.6022083312273,61.34268827736378,102.99040004611015,292.33846440911293,1129.61033731699,2.064854621887207,-0.04545454680919647,0.06428243964910507,54.62955920546062,0,16184,14420,2294
101,672.86198399961,61.635999009013176,103.06143946945667,289.4938886165619,1127.3855045437813,-0.29695388674736023,0.13636364042758942,0.06428243964910507,58.00057183962955,0,16184,14466,2286
102,394.35638301074505,61.29241734743118,103.2947190105915,291.7421441525221,851.0159030556679,0.0,0.0,0.0,60.6767202082099,0,16184,14821,2278
103,672.0632333308458,61.483168974518776,102.78761573135853,289.5149439573288,1126.1846087872982,0.28113484382629395,0.1805555522441864,0.09820927679538727,59.40215951254451,0,16184,14642,2282
104,394.13788728415966,61.041953042149544,102.8368640691042,291.70508682727814,850.0572796911001,0.0,0.1666666716337204,0.0,62.26224997334,0,16184,14931,2276
105,671.9315517693758,61.64214387536049,102.6628166437149,289.40755128860474,1125.977823510766,0.0,0.0,0.0,60.10703291809842,0,16184,14510,2282
106,672.4715512245893,61.373407021164894,103.13340835273266,291.53292812407017,1128.849983215332,-2.0607099533081055,0.125,0.1767766922712326,54.82909168962191,0,16184,14167,2312
107,670.5475188791752,61.63177639245987,102.7529276907444,289.3731202930212,1124.6436480432749,-1.8654630184173584,0.2651515305042267,0.1392786204814911,53.95310786181352,0,16184,14338,2293
108,670.6423684954643,61.430975794792175,103.18041779100895,291.78511910140514,1127.3714881390333,-1.8742761611938477,0.04545454680919647,0.06428243964910507,57.82839112836376,0,16184,14503,2287
109,670.6413123756647,61.55817583203316,103.10793481767178,289.21238519251347,1124.8592007905245,0.5138221979141235,-0.09166666865348816,0.0117851123213768,58.996393962957505,0,16184,14578,2284
110,672.1861120313406,61.67049705982208,103.45260798931122,291.50713607668877,1129.1515212506056,2.035011053085327,0.0833333358168602,0.1178511381149292,54.489050755529085,0,16184,14261,2313
111,671.6533116996288,61.38656102120876,103.71299088001251,289.2547529190779,1126.3655051589012,1.6849775314331055,-0.04545454680919647,0.06428243964910507,54.33410693166085,0,16184,14356,2293
112,671.2451204657555,61.25760078430176,102.95539163053036,291.87888093292713,1127.6753284037113,-1.9669440984725952,0.05000000074505806,0.0707106813788414,57.98649781229229,0,16184,14430,2286
113,670.6544645130634,61.709728091955185,102.07811184227467,289.7312007844448,1124.5123520493507,0.3582451343536377,-0.04545454680919647,0.06428243964910507,58.423594345786924,0,16184,14521,2284
114,670.9271352738142,61.36467307806015,102.8049923479557,291.3830392062664,1126.811295747757,-2.307089328765869,0.0416666679084301,0.0589255690574646,53.97785220382418,0,16184,14269,2313
115,393.929248675704,61.53840012848377,102.99680009484291,289.3314566463232,848.1231369078159,0.0,0.0,0.0,61.4905477649753,0,16184,15020,2281
116,671.7175040394068,61.7012158036232,103.49596850574017,291.6388791054487,1128.8885120302439,0.0,0.0,0.0,55.405468732486135,0,16184,14246,2302
117,672.583743929863,61.33209727704525,102.49071940779686,289.3352322280407,1126.0689608752728,1.908336877822876,-0.05000000074505806,0.0707106813788414,53.011201215737344,0,16184,14216,2290
118,673.7557109445333,61.55030429363251,103.2154243439436,291.46336019039154,1130.3201280534267,-0.33078888058662415,0.0625,0.0883883461356163,57.94126300316747,0,16184,14403,2285
119,670.8028148859739,61.17113679647446,103.30639965832233,289.31849636137486,1124.9365117400885,0.0,0.0,0.0,58.546700574271455,0,16184,14367,2284
120,672.7131828665733,61.22848019003868,103.48886251449585,291.559137403965,1129.3264962732792,-0.4063841998577118,-0.04545454680919647,0.06428243964910507,53.79654802843876,0,16184,14116,2314
121,673.0236802250147,61.83600053191185,102.25472040474415,289.3225587904453,1126.7707515507936,2.038419485092163,0.1388888955116272,0.03928371146321297,54.23858545807868,0,16184,14322,2293
122,673.2123214751482,61.22563220560551,103.13494317233562,291.71161726117134,1129.6153292059898,0.0,0.0,0.0,58.24398285598808,0,16184,14247,2287
123,671.739935874939,61.65097467601299,102.99977660179138,289.6541766822338,1126.3778563588858,0.0,0.0,0.0,58.68486865173336,0,16184,14175,2285
124,393.7304001301527,61.336928978562355,103.49932685494423,291.62860848009586,850.5159039050341,0.0,0.1666666716337204,0.0,61.92204529772812,0,16184,14595,2278
125,394.333953037858,61.56166456639767,102.94095985591412,289.1817931085825,848.3351692557335,0.0,0.1666666716337204,0.0,63.506862456806644,0,16184,14851,2259
126,673.3526401221752,61.71119958162308,103.01942378282547,291.3374397903681,1129.7508794814348,-1.9196691513061523,0.23333334922790527,0.0942809134721756,60.25072281541614,0,16184,14658,2275
127,393.25289614498615,61.44038401544094,102.9797438532114,289.5492482930422,847.549406811595,0.0,0.0,0.0,62.842532620835534,0,16184,14945,2273
128,672.855231910944,61.77670322358608,103.48444804549217,291.38624109327793,1129.8414412885904,-2.0919978618621826,0.04545454680919647,0.06428243964910507,59.75213070776968,0,16184,14710,2280
129,669.9750386178493,61.02751940488815,103.16803306341171,288.9465279877186,1123.4520953148603,-0.2603098750114441,-0.09090909361839294,0.12856487929821014,54.98933330573645,0,16184,14334,2312
130,671.895232051611,61.329662799835205,102.53193601965904,291.6715517640114,1127.7680955827236,0.18710890412330627,0.09090909361839294,0.12856487929821014,54.917392744874846,0,16184,14399,2293
131,670.3603211790323,61.32204644382,103.47555205225945,289.15436938405037,1124.6420815587044,0.0,0.0,0.0,57.85935330621782,0,16184,14271,2287
132,672.0013450831175,61.11839972436428,102.70572826266289,291.31155274808407,1127.4719052016735,1.9612007141113281,-0.10000000149011612,0.1414213627576828,58.48077231567612,0,16184,14424,2284
133,670.5408003181219,61.439456418156624,103.42294350266457,289.2516478896141,1125.0012796372175,-0.13956287503242493,0.0,0.1414213627576828,54.38251458057322,0,16184,14188,2313
134,670.9111034870148,61.27171218395233,102.46812738478184,291.76595248281956,1126.7544645816088,0.1500227451324463,0.2611111104488373,0.05499720200896263,56.84265477654281,0,16184,14353,2293
135,392.9603211581707,61.28057651221752,103.41561585664749,289.1558725386858,847.1478093415499,0.0,0.0,0.0,55.691092770651565,0,16184,14734,2268
136,669.8637772351503,61.28121539950371,102.59321704506874,291.5873285382986,1125.6639696657658,0.2751791477203369,0.18333333730697632,0.0235702246427536,56.98106986098167,0,16184,14540,2277
137,671.0473280400038,61.43731251358986,102.85820811986923,289.37679901719093,1125.0562239438295,1.8800885677337646,-0.10000000149011612,0.1414213627576828,58.4427891599606,0,16184,14601,2282
138,672.4664960056543,61.31340749561787,102.52304002642632,291.7318716645241,1128.3957120031118,0.0,0.0,0.0,54.38323824828825,0,16184,14116,2313
139,671.2822075933218,61.40195205807686,103.3371202647686,289.4124798476696,1125.7696952670813,0.0,0.0,0.0,54.604928954789834,0,16184,13986,2293
140,671.6504637151957,61.308352276682854,103.23484800755978,291.6008960455656,1128.1404476612806,1.5707285404205322,0.12878787517547607,0.05356869846582413,57.3709752390847,0,16184,14219,2286
141,670.9855031222105,61.376895755529404,102.53910347819328,289.24684785306454,1124.4926396757364,0.0,0.0,0.0,58.60000012426181,0,16184,14269,2285
142,671.6541443020105,61.2652488052845,103.2407358288765,291.42156802117825,1127.909792587161,1.5741679668426514,0.12878787517547607,0.05356869846582413,54.23232170118742,0,16184,14061,2315
143,392.0512646436691,61.39935925602913,102.78515331447124,289.9263668805361,846.509151160717,0.0,-0.1666666716337204,0.0,61.86864035207934,0,16184,14939,2281
144,670.3402884304523,61.00195273756981,103.42143848538399,291.65024124085903,1126.7432644963264,0.0,0.0,0.0,55.37332749597095,0,16184,14246,2313
145,671.0733119398355,61.67401559650898,102.72464156150818,289.95155170559883,1125.769792124629,0.2519806921482086,-0.2083333432674408,0.1767766922712326,57.25163377128744,0,16184,14269,2294
146,670.7627214491367,61.36499159038067,103.08480076491833,291.7081918567419,1127.25811265409,0.0,0.10000000149011612,0.0,58.71580011310409,0,16184,14272,2287
147,669.9846722185612,61.23129650950432,102.46735997498035,289.39782455563545,1123.4084479510784,-0.06829917430877686,-0.0625,0.0883883461356163,58.8059845355345,0,16184,14470,2294
148,670.4899203032255,61.267295852303505,103.58220897614956,291.353952139616,1127.0277760922909,2.0411343574523926,0.13333334028720856,0.0471404567360878,54.32573351329491,0,16184,14293,2317
149,669.9349135160446,61.47279962897301,102.46425680816174,289.2681919038296,1123.479649424553,1.6870166063308716,-0.0416666679084301,0.0589255690574646,55.27989574245357,0,16184,14412,2294
150,671.966016292572,61.43340840935707,102.88531333208084,291.7017266154289,1128.3262390643358,0.0,0.0,0.0,57.739583602772406,0,16184,14320,2287
151,393.5791365802288,61.16406247019768,103.1481921672821,289.44665752351284,847.6676493883133,0.0,0.1666666716337204,0.0,62.528798290047185,0,16184,14639,2279
152,670.7265265285969,61.32115237414837,102.54262387752533,291.86163283884525,1126.7826557159424,-1.4264261722564697,0.0555555559694767,0.07856742292642593,60.06159276633108,0,16184,14597,2282
153,392.5647363066673,61.12579256296158,103.59932854771614,289.2536632716656,846.87814489007,0.0,0.3333333432674408,0.0,62.880069266278724,0,16184,14903,2261
154,672.0049269497395,61.29971146583557,102.54819318652153,291.9564787298441,1128.1483508646488,-2.112210750579834,0.18333333730697632,0.0235702246427536,60.06830953693142,0,16184,14748,2276
155,672.2652167081833,61.340223997831345,103.18000055849552,289.4830387085676,1126.6012471169233,-1.7037043571472168,0.18333333730697632,0.0235702246427536,54.73766672568121,0,16184,14361,2311
156,671.4134085923433,60.95385551452637,102.77487896382809,291.3708817213774,1126.8733777105808,0.0,0.0,0.0,54.96747413645178,0,16184,14263,2292
157,392.7034568041563,61.151327565312386,103.27804833650589,289.3417924642563,846.7991687357426,0.0,0.0,0.0,54.58580980226556,0,16184,14623,2268
158,670.6522237509489,61.29135936498642,102.50585526227951,291.7872965335846,1126.5642549842596,2.182840347290039,0.1388888955116272,0.03928371146321297,58.14359447827433,0,16184,14530,2277
159,670.6609595566988,61.24403327703476,102.9728315770626,289.57049548625946,1124.7818227857351,0.0710952877998352,0.1454545557498932,0.07713892310857773,58.723634025082504,0,16184,14633,2282
160,671.2047997862101,61.45424023270607,102.46947221457958,291.9972464442253,1127.4581756442785,2.066437244415283,-0.05000000074505806,0.0707106813788414,54.215822698069054,0,16184,14288,2312
161,670.9822714328766,61.33187189698219,103.28979045152664,289.2822399735451,1125.218015164137,2.0408835411071777,0.0625,0.0883883461356163,54.6006826720808,0,16184,14365,2293
162,672.0826234668493,61.49257533252239,102.32710465788841,291.34831950068474,1127.586655318737,-1.9848263263702393,0.18333333730697632,0.0235702246427536,57.54796270478661,0,16184,14497,2286
163,669.8151677846909,61.470720916986465,103.10287959873676,289.4593272358179,1124.1896953433752,1.5026943683624268,-0.0833333358168602,0.1178511381149292,58.161227636374186,0,16184,14617,2294
164,392.8592652082443,61.280382797122,102.31510549783707,291.6956152766943,848.4786562621593,0.0,0.0,0.0,61.4392542708049,0,16184,14929,2281
165,669.9952650815248,61.59552000463009,103.52092795073986,289.5981762558222,1125.042848289013,1.9720485210418701,-0.04545454680919647,0.06428243964910507,59.69441760304637,0,16184,14805,2282
166,668.9906232059002,61.27977557480335,102.33785770833492,292.1835519373417,1125.1331847161055,-0.29651525616645813,0.09090909361839294,0.12856487929821014,54.71890127940819,0,16184,14416,2312
