omega_name,n_episodes,n_steps,mean_scalarised_reward,tail_p99_ms,mean_energy_step,mean_memory_delta,wall_time_s
energy_corner,200,5949,-0.17694765687048947,1.2807411537505684,0.17694765687048947,0.17783814170697612,6.533380159991793
memory_corner,200,5949,-0.17800589094925054,1.2761663505807517,0.1768441510553179,0.17800589094925054,6.6490175040089525
center,200,5949,-0.04976684309180233,1.2837056303396814,0.1768441510553179,0.17800589094925054,6.541424479975831
