step,generate_ms,forward_ms,backward_ms,optim_ms,total_ms,loss,reward_mean,reward_std,gpu_util_pct,gpu_freq_mhz,ram_used_mb,ram_total_mb,vdd_gpu_mw,vdd_cpu_mw,override_fired,override_reason
0,1142.2107201069593,91.43571183085442,594.9036162346601,1841.2074875086546,3683.416958898306,0.0,0.5833333730697632,0.0,52.55425020859322,0,17012,30697,10909,2835,1,latency 3683.42 > 2000.0
1,385.1784002035856,62.16086447238922,96.93577513098717,340.0627840310335,884.5653757452965,0.0,0.2857142984867096,0.0,65.78309844084154,0,18942,30697,13180,2663,0,
2,676.4586549252272,67.23318435251713,99.45817664265633,338.1169270724058,1181.5159674733877,-0.0285780131816864,0.4583333432674408,0.05892555043101311,84.19376941532768,0,19784,30697,16024,2968,0,
3,657.1673601865768,59.8759688436985,98.18927943706512,378.48182395100594,1193.9504649490118,0.09650549292564392,0.5833333730697632,0.3535533845424652,73.44643325252801,0,20053,30697,16035,2774,0,
4,685.5082884430885,60.073599219322205,98.17091189324856,309.43852849304676,1153.416320681572,2.150838851928711,0.4583333730697632,0.176776722073555,80.73269230194025,0,20137,30697,16861,2959,0,
5,658.0919045954943,61.25478260219097,98.78835268318653,309.571648016572,1127.9440969228745,-0.22520902752876282,0.4166666865348816,0.117851123213768,76.98096743491244,0,20166,30697,16315,2760,0,
6,657.425057142973,60.47830358147621,98.18361513316631,331.6149767488241,1147.9279045015574,1.9499232769012451,0.5416666865348816,0.05892559140920639,71.06895628811475,0,20175,30697,15861,2601,0,
7,668.391777202487,61.77212670445442,99.85449723899364,433.24835039675236,1263.5083198547363,0.27019041776657104,0.375,0.1767766922712326,82.30391288496672,0,20175,30697,16803,2931,0,
8,655.8281909674406,60.59715151786804,97.53331169486046,330.4719999432564,1144.6540150791407,-1.4632357358932495,0.75,0.235702246427536,71.92250191175084,0,20177,30697,16249,2737,0,
9,682.7896945178509,61.12787127494812,97.60870411992073,309.48611348867416,1151.2485761195421,-0.04212430119514465,0.4583333432674408,0.05892555043101311,86.68351537648073,0,20179,30697,17429,2992,0,
10,659.2186894267797,61.058368533849716,97.84115292131901,517.5540465861559,1335.8974400907755,-1.6209129095077515,0.625,0.05892555043101311,77.57822014027109,0,20179,30697,16713,2822,0,
11,394.1472955048084,60.54902449250221,98.96460920572281,333.07657577097416,886.9631998240948,0.0,0.2857142984867096,0.0,82.03079961054833,0,20179,30697,16927,2891,0,
12,658.5243847221136,62.626272439956665,99.48595240712166,536.7993917316198,1357.6820809394121,0.0,0.5833333730697632,0.0,82.20739789402637,0,20179,30697,16573,2918,0,
13,656.7774396389723,60.092223808169365,98.03900681436062,308.902719989419,1124.0387838333845,0.0,0.5833333730697632,0.0,71.25975752226225,0,20179,30697,15870,2774,0,
14,676.2311048805714,62.70332634449005,99.40019249916077,309.40153636038303,1147.9704324156046,1.6769661903381348,0.4166666865348816,0.2357022911310196,88.10459324817,0,20179,30697,17342,3015,0,
15,657.6704643666744,60.074208304286,97.8343989700079,395.45052871108055,1211.252000182867,1.8990176916122437,0.4166666865348816,0.2357022911310196,72.67206328443524,0,20179,30697,16553,2737,0,
16,677.4258874356747,60.57103909552097,98.14908914268017,309.06255915760994,1145.4326398670673,0.016828477382659912,0.2083333432674408,0.1767766922712326,80.81988914561886,0,20179,30697,17019,2896,0,
17,659.515680745244,63.74550424516201,102.36511938273907,539.5612809807062,1365.4260486364365,1.8930716514587402,0.4583333730697632,0.176776722073555,79.64945935406986,0,20183,30697,16872,2948,0,
18,386.0292471945286,60.24419143795967,97.90195152163506,309.75801683962345,854.1642241179943,0.0,0.2857142984867096,0.0,72.55613357615488,0,20183,30697,16575,2875,0,
