step,generate_ms,forward_ms,backward_ms,optim_ms,total_ms,loss,reward_mean,reward_std,gpu_util_pct,gpu_freq_mhz,ram_used_mb,ram_total_mb,vdd_gpu_mw,vdd_cpu_mw,override_fired,override_reason
35,393.97983998060226,61.530208215117455,100.91814398765564,336.7975037544966,893.461599946022,0.0,0.2857142984867096,0.0,73.75185920724998,0,20192,30697,16656,2771,0,
36,689.6167043596506,64.02182392776012,101.81801579892635,410.09606420993805,1265.8055685460567,0.0,0.25,0.0,85.6680260823386,0,20192,30697,16926,2964,0,
37,676.4308158308268,61.972128227353096,100.65225511789322,419.24457624554634,1258.5383672267199,0.0,0.3333333432674408,0.0,74.48615178173212,0,20192,30697,16032,2709,0,
38,696.2564159184694,61.87558360397816,99.65302422642708,335.8840327709913,1193.899167701602,-0.16278287768363953,0.4583333730697632,0.176776722073555,80.1528178703456,0,20192,30697,16674,2886,0,
39,674.7265923768282,61.72054447233677,99.98035244643688,336.5228474140167,1173.1860805302858,1.9140009880065918,0.4166666865348816,0.2357022911310196,74.29598013406637,0,20192,30697,15997,2657,0,
40,674.1121914237738,61.62777543067932,99.14499148726463,334.53990519046783,1169.661408290267,-0.19856911897659302,0.125,0.0589255690574646,68.78224048072217,0,20192,30697,15514,2549,0,
41,690.1452783495188,62.50108778476715,100.41548870503902,336.76233515143394,1190.0707185268402,-0.08832162618637085,0.375,0.0589255727827549,78.60468062848605,0,20192,30697,16345,2670,0,
42,679.3551035225391,62.03881651163101,100.29350407421589,366.1772161722183,1208.0963533371687,1.6093809604644775,0.4166666865348816,0.2357022911310196,70.2687157669693,0,20192,30697,15808,2574,0,
43,702.5340814143419,62.24716827273369,99.98201578855515,335.07289737463,1200.0718414783478,0.0,0.5833333730697632,0.0,80.79887678452332,0,20192,30697,16835,2831,0,
44,397.5605759769678,62.760159373283386,101.2280322611332,502.77433544397354,1064.5621437579393,2.8696773052215576,0.5714285969734192,0.40406107902526855,80.09029059695972,0,20192,30697,16845,2722,0,
45,692.776033654809,62.122879549860954,99.0968644618988,310.693247243762,1164.9237759411335,1.9964752197265625,0.3333333432674408,0.35355344414711,76.53070701252328,0,20192,30697,16550,2808,0,
46,690.2527678757906,63.98729607462883,101.24761611223221,433.684766292572,1289.413470774889,0.17360591888427734,0.5,0.1178511455655098,83.79688278784417,0,20192,30697,16943,2997,0,
47,677.0093776285648,62.47580796480179,99.68480095267296,313.55590373277664,1152.9763527214527,0.563829779624939,0.4166666865348816,0.2357022911310196,73.89447101883725,0,20192,30697,16054,2767,0,
48,399.72943998873234,63.06924857199192,101.8313281238079,308.97497572004795,873.8670088350773,0.0,0.2857142984867096,0.0,71.57424610390476,0,20192,30697,15997,2654,0,
49,681.3799366354942,62.35536001622677,99.2729589343071,334.8017930984497,1178.04572917521,2.0437324047088623,0.4583333730697632,0.176776722073555,69.42746314506387,0,20192,30697,15688,2549,0,
50,701.5039678663015,62.705377116799355,99.44633580744267,334.6787840127945,1198.582911863923,-0.03465831279754639,0.3333333432674408,0.1178511455655098,80.99364677383903,0,20192,30697,16829,2851,0,
51,678.5403192043304,62.75158375501633,102.14332863688469,581.9332469254732,1425.600703805685,0.3538163900375366,0.3333333432674408,0.1178511455655098,80.4748092606808,0,20192,30697,16690,2879,0,
52,682.6198063790798,62.33004853129387,100.60108825564384,308.95030312240124,1154.7448951750994,1.831488847732544,0.5,0.1178511455655098,71.39670987155331,0,20192,30697,15893,2730,0,
53,701.9324172288179,64.4242875277996,100.67184083163738,335.57603135704994,1202.8465922921896,1.8567874431610107,0.5,0.1178511455655098,88.18243819054697,0,20192,30697,17072,2975,0,
54,398.56294356286526,61.9996152818203,100.38537532091141,309.3705289065838,870.5464955419302,0.0,0.2857142984867096,0.0,75.60277669888221,0,20192,30697,16603,2753,0,
55,703.9618566632271,63.970016315579414,102.05945558845997,310.9900802373886,1181.2344640493393,1.7746905088424683,0.4583333730697632,0.176776722073555,88.5977245703029,0,20192,30697,17553,2954,0,
56,679.1050229221582,62.35004775226116,99.72227178514004,337.9304949194193,1179.345054551959,1.740971565246582,0.5416666865348816,0.05892559140920639,74.07739852063442,0,20192,30697,16265,2725,0,
57,674.480127170682,61.670079827308655,100.08208081126213,309.22940745949745,1145.6915196031332,0.04277893900871277,0.375,0.0589255727827549,69.43289808945678,0,20192,30697,15691,2591,0,
58,681.5704628825188,64.40390460193157,103.22448052465916,524.1119358688593,1373.5495042055845,0.3740052282810211,0.2083333432674408,0.1767766922712326,81.55308140459262,0,20192,30697,16511,2887,0,
59,397.63292856514454,62.06073611974716,99.84963200986385,335.97500808537006,895.7541454583406,0.0,0.2857142984867096,0.0,71.72841304913788,0,20193,30697,16203,2769,0,
60,404.3278731405735,63.777856528759,102.55919955670834,529.5795854181051,1100.498529151082,0.0,0.2857142984867096,0.0,82.1232304982297,0,20193,30697,16835,2901,0,
61,681.6619522869587,62.34710477292538,100.17939284443855,309.27603133022785,1153.6965444684029,1.5774049758911133,0.5,0.1178511455655098,71.45520707762594,0,20193,30697,15853,2702,0,
62,702.1414395421743,63.013022765517235,100.05833767354488,308.6998388171196,1174.1651520133018,0.0,0.5833333730697632,0.0,86.32127720578424,0,20193,30697,16881,2957,0,
63,675.2129271626472,61.462145298719406,99.81532767415047,501.76095962524414,1338.4835198521614,1.9980746507644653,0.4583333730697632,0.176776722073555,77.257441978546,0,20193,30697,16341,2800,0,
64,405.1625281572342,61.62128038704395,99.91475194692612,309.21926349401474,876.155711710453,0.0,0.2857142984867096,0.0,82.8972771302416,0,20193,30697,16826,2881,0,
65,676.9758407026529,64.48969617486,102.19593532383442,566.4961282163858,1410.423008725047,0.061876505613327026,0.2916666865348816,0.0589255727827549,81.4405697846614,0,20193,30697,16801,2927,0,
66,672.6718712598085,62.73631937801838,100.41046515107155,334.45500768721104,1170.5075521022081,0.0,0.5833333730697632,0.0,71.80119788226385,0,20193,30697,15688,2723,0,
67,698.579104617238,63.584672287106514,101.89942270517349,310.2269768714905,1174.5414081960917,1.9771336317062378,0.5,0.1178511455655098,86.9211065023193,0,20193,30697,16951,2979,0,
68,673.5319998115301,61.512479558587074,99.74704124033451,482.474559918046,1317.4966406077147,0.0,0.5833333730697632,0.0,75.58773086378167,0,20193,30697,15982,2782,0,
69,687.7364162355661,61.54358386993408,100.33344104886055,308.7756149470806,1158.6218867450953,2.1716854572296143,0.4583333730697632,0.176776722073555,72.04068755872383,0,20193,30697,16076,2862,0,
70,682.88828805089,63.20444867014885,101.22419148683548,465.39782360196114,1312.9691183567047,1.7496814727783203,0.4583333730697632,0.176776722073555,82.14888157250755,0,20193,30697,16968,3037,0,
71,671.6810874640942,61.80371157824993,99.09881465137005,364.43350464105606,1197.246527299285,0.47414588928222656,0.4583333432674408,0.294627845287323,72.78239654699543,0,20193,30697,16018,2744,0,
72,673.2872948050499,61.756446957588196,99.64537620544434,335.704255849123,1170.63401453197,2.040658712387085,0.4583333730697632,0.176776722073555,65.9980641045114,0,20193,30697,15340,2621,0,
73,672.5970879197121,61.47155165672302,101.93158499896526,542.5758082419634,1378.8101766258478,-0.11192196607589722,0.375,0.0589255727827549,76.44660203981542,0,20193,30697,16226,2807,0,
74,677.1168317645788,61.652831733226776,99.51689653098583,308.90886299312115,1147.4218871444464,1.692967176437378,0.4583333730697632,0.176776722073555,72.0747035176395,0,20193,30697,16029,2757,0,
75,694.9677765369415,64.12848085165024,103.16377505660057,366.3780800998211,1228.8838401436806,2.1967151165008545,0.4583333432674408,0.294627845287323,84.8702831166905,0,20193,30697,17036,2998,0,
76,674.4058225303888,61.53462454676628,99.72300752997398,455.09993471205235,1290.9927982836962,1.9558115005493164,0.3750000298023224,0.294627845287323,76.75417797090392,0,20193,30697,16417,2691,0,
77,696.5897921472788,61.799902468919754,99.5382722467184,336.5576956421137,1194.7366390377283,0.0,0.5833333730697632,0.0,79.36273562071733,0,20193,30697,16346,2862,0,
78,394.96211148798466,61.3760631531477,101.05062462389469,580.0096318125725,1137.6306880265474,0.0,0.2857142984867096,0.0,81.44077235606036,0,20193,30697,16554,2878,0,
79,677.0952623337507,62.04294413328171,99.73878413438797,336.40844747424126,1175.524702295661,0.3145844638347626,0.5,0.1178511455655098,73.76418023575533,0,20193,30697,15908,2753,0,
80,694.2994557321072,63.22444789111614,101.36204771697521,327.3046091198921,1186.4398401230574,0.19757789373397827,0.375,0.1767766922712326,87.32991966746262,0,20193,30697,16928,2995,0,
81,674.3036806583405,61.50521524250507,99.7439045459032,338.2101431488991,1173.996191471815,2.1033132076263428,0.4583333730697632,0.176776722073555,72.14159604419827,0,20193,30697,16088,2733,0,
82,674.3498556315899,61.51942349970341,99.99670460820198,308.5168320685625,1144.611744210124,0.0,0.5833333730697632,0.0,66.92543406100386,0,20193,30697,15293,2618,0,
83,673.4118387103081,62.81532905995846,103.15987095236778,546.3894717395306,1386.0126063227654,2.1674418449401855,0.4583333730697632,0.176776722073555,79.50043376512464,0,20193,30697,16344,2839,0,
84,674.6383998543024,61.87004782259464,100.54847970604897,309.2859201133251,1146.5753596276045,0.0,0.3333333432674408,0.0,67.37384515319704,0,20193,30697,15422,2776,0,
85,691.8123513460159,63.280416652560234,103.00473496317863,309.58368070423603,1167.9284796118736,1.9096543788909912,0.5416666865348816,0.05892559140920639,87.94735070975115,0,20193,30697,17158,2982,0,
86,672.5870091468096,61.99212744832039,99.9540165066719,423.0141770094633,1257.7758729457855,1.9305309057235718,0.5416666865348816,0.05892559140920639,76.72232160245898,0,20193,30697,16518,2716,0,
87,412.37228736281395,62.65411153435707,100.43068788945675,309.67926420271397,885.4912631213665,1.4084466695785522,0.5,0.30304577946662903,84.58492435493328,0,20193,30697,17504,2915,0,
88,672.4237445741892,61.79036758840084,100.08665546774864,531.1713293194771,1365.7313287258148,0.3893621563911438,0.4166666865348816,0.2357022911310196,77.81723744127494,0,20193,30697,16559,2829,0,
89,682.9321924597025,61.89171224832535,99.8240951448679,309.65206399559975,1154.5382719486952,1.6415221691131592,0.5,0.1178511455655098,73.62210209779357,0,20193,30697,16200,2860,0,
90,395.90755105018616,64.65321592986584,102.70067304372787,538.8184636831284,1102.3257914930582,0.0,0.2857142984867096,0.0,81.1903739155416,0,20193,30697,16834,2946,0,
91,394.49977688491344,61.72502413392067,100.69875232875347,335.9209280461073,893.0798415094614,0.0,0.2857142984867096,0.0,77.82441952345201,0,20193,30697,16492,2765,0,
92,683.092288672924,63.760191202163696,101.41516849398613,414.4356157630682,1262.9574723541737,1.99188232421875,0.5,0.1178511455655098,87.80615965168447,0,20193,30697,16944,2987,0,
93,395.18303982913494,61.611201614141464,98.98419119417667,336.0224962234497,892.0336961746216,1.5565810203552246,0.5,0.30304577946662903,77.5897593714677,0,20193,30697,16904,2750,0,
94,400.9165111929178,62.79939226806164,101.58048011362553,473.81654381752014,1039.3583681434393,0.0,0.2857142984867096,0.0,86.86287492408637,0,20193,30697,17259,2959,0,
95,392.01395213603973,61.21660768985748,99.53913651406765,336.1747842282057,889.1748171299696,0.0,0.2857142984867096,0.0,76.7137658680354,0,20193,30697,16768,2769,0,
96,397.08768017590046,64.4692163914442,100.87081603705883,479.9991361796856,1042.6687356084585,0.0,0.2857142984867096,0.0,82.66516446836322,0,20193,30697,17237,2952,0,
97,668.3807037770748,61.35411374270916,99.78646226227283,308.6392655968666,1138.408960774541,-1.5921642780303955,0.625,0.05892555043101311,71.63489624214496,0,20193,30697,16212,2742,0,
98,699.1717759519815,62.331678345799446,100.22019222378731,309.8509442061186,1171.8234233558178,0.5274872183799744,0.5416666865348816,0.1767766922712326,84.41563378134283,0,20193,30697,17260,2988,0,
99,669.5220489054918,61.38636730611324,99.51036795973778,493.3764170855284,1324.0486737340689,1.9254295825958252,0.4583333730697632,0.176776722073555,76.80118539049955,0,20193,30697,16751,2787,0,
100,681.3321597874165,61.65152043104172,98.85955229401588,309.5032647252083,1151.5775676816702,0.0,0.5833333730697632,0.0,75.06259947008128,0,20193,30697,16424,2825,0,
101,394.53161507844925,62.46422417461872,100.68083181977272,548.619233071804,1106.5204478800297,0.0,0.2857142984867096,0.0,79.43382190007902,0,20193,30697,16683,2902,0,
102,673.5913921147585,62.01113574206829,99.670784547925,309.4382081180811,1144.9711993336678,1.5482558012008667,0.4583333730697632,0.176776722073555,73.68426064854071,0,20193,30697,15950,2801,0,
103,689.7152308374643,62.78624013066292,100.76943971216679,316.575039178133,1170.0958386063576,0.0,0.5833333730697632,0.0,87.04103581894952,0,20193,30697,16981,3010,0,
104,670.2016312628984,61.46563217043877,99.48592074215412,414.44870457053185,1245.8421122282743,-0.2999279499053955,0.5416666865348816,0.1767766922712326,75.41052424951906,0,20193,30697,16327,2712,0,
105,685.1099524646997,62.19263933598995,100.10761581361294,308.6088318377733,1156.25318326056,1.9701247215270996,0.4583333730697632,0.176776722073555,83.09937174547102,0,20193,30697,16785,2887,0,
106,672.9612164199352,63.01110424101353,101.69471986591816,512.6056633889675,1350.5175355821848,1.8154990673065186,0.5416666865348816,0.05892559140920639,82.09240783582644,0,20193,30697,16797,2972,0,
107,392.79939234256744,61.06985546648502,99.7402872890234,309.00899320840836,862.8439046442509,0.0,0.2857142984867096,0.0,74.53792492327037,0,20193,30697,16537,2851,0,
108,395.0952645391226,62.79408000409603,100.930817425251,542.3302389681339,1101.3923846185207,0.0,0.2857142984867096,0.0,83.53370202860313,0,20193,30697,17147,2925,0,
109,671.768831089139,61.57132796943188,100.4783995449543,308.73891338706017,1142.7954882383347,2.04463791847229,0.5,0.1178511455655098,73.23473774323041,0,20193,30697,16169,2742,0,
110,693.828446790576,63.59846331179142,100.65104067325592,335.25785617530346,1193.5691516846418,0.044760316610336304,0.2083333432674408,0.1767766922712326,88.37163133950799,0,20193,30697,17341,2986,0,
111,671.0940171033144,61.32873520255089,99.27516803145409,491.9429440051317,1323.877727612853,0.5149280428886414,0.4166666865348816,0.117851123213768,78.61276856404704,0,20193,30697,16514,2766,0,
112,409.2055670917034,61.498623341321945,100.25775991380215,335.4772478342056,906.6726714372635,0.0,0.2857142984867096,0.0,82.51185978414107,0,20193,30697,16841,2877,0,
113,671.0279043763876,62.72147223353386,100.688511505723,590.2051515877247,1424.8726405203342,2.067673444747925,0.4583333730697632,0.176776722073555,81.7030806770368,0,20193,30697,16606,2912,0,
114,669.9509434401989,61.370814219117165,100.2090573310852,335.4623354971409,1167.2350075095892,2.110599994659424,0.5416666865348816,0.05892559140920639,72.18073121196029,0,20193,30697,15826,2739,0,
115,404.77024018764496,63.14566358923912,103.3864002674818,442.43347086012363,1013.9812473207712,0.0,0.2857142984867096,0.0,86.88110018536372,0,20193,30697,17188,2980,0,
116,670.556640252471,61.43382377922535,99.67542439699173,372.3086081445217,1204.2088955640793,1.805521011352539,0.4166666865348816,0.2357022911310196,75.44801608299402,0,20193,30697,16111,2726,0,
117,413.58403116464615,63.05062398314476,101.93180851638317,349.7894089668989,928.5930246114731,0.0,0.2857142984867096,0.0,89.19231985195344,0,20193,30697,17329,2970,0,
118,392.86201633512974,61.52278371155262,99.77484866976738,336.3840002566576,890.7793294638395,0.0,0.2857142984867096,0.0,79.59679964009803,0,20193,30697,16622,2728,0,
119,698.2834544032812,63.03855963051319,100.27158446609974,312.2184965759516,1174.0563195198774,0.0,0.5833333730697632,0.0,88.75298430828495,0,20193,30697,17196,2939,0,
120,670.6044171005487,62.470847740769386,100.84591992199421,484.67062413692474,1318.8193291425705,-0.8234020471572876,0.5416666865348816,0.05892559140920639,76.9370790608894,0,20193,30697,16220,2770,0,
121,406.18009492754936,61.7337916046381,99.49862398207188,309.0700153261423,876.7119348049164,0.0,0.2857142984867096,0.0,77.28869763800147,0,20193,30697,16978,2870,0,
122,394.949471578002,61.04051321744919,100.23820772767067,425.7863350212574,982.2482876479626,0.0,0.2857142984867096,0.0,74.47476093808768,0,20193,30697,16622,2696,0,
123,689.9303365498781,61.308352276682854,100.16783885657787,312.5775679945946,1164.2221435904503,0.10340023040771484,0.2083333432674408,0.058925561606884,78.71704990291158,0,20193,30697,16712,2879,0,
124,674.566401168704,63.78732807934284,102.17091254889965,519.8377594351768,1360.6085125356913,1.588417649269104,0.5,0.1178511455655098,80.81289640181888,0,20193,30697,16856,2974,0,
125,674.1763520985842,61.37913465499878,100.14828853309155,336.28214336931705,1172.2642872482538,2.0616936683654785,0.4166666865348816,0.2357022911310196,71.06637973333423,0,20193,30697,15892,2737,0,
126,406.4338896423578,64.0600323677063,103.06460782885551,378.208352252841,952.0126730203629,0.0,0.2857142984867096,0.0,84.36256040574807,0,20193,30697,17114,2974,0,
127,670.8634234964848,61.36799976229668,100.33939220011234,345.67209519445896,1178.4697584807873,0.13603371381759644,0.5833333730697632,0.3535533845424652,74.83407766889881,0,20193,30697,16410,2706,0,
128,409.7865279763937,64.82912041246891,101.68019309639931,349.75683130323887,926.2984003871679,0.0,0.2857142984867096,0.0,87.91929725705421,0,20193,30697,17456,2979,0,
129,671.6645117849112,61.27820909023285,99.1125125437975,464.3176943063736,1296.6021746397018,2.087599754333496,0.5,0.1178511455655098,76.49456734981527,0,20193,30697,16525,2725,0,
130,407.4170235544443,61.58537603914738,99.82147254049778,337.4069109559059,906.4668789505959,0.0,0.2857142984867096,0.0,85.28878361723211,0,20193,30697,17019,2921,0,
131,672.6122889667749,61.35270372033119,99.7293759137392,548.2799038290977,1382.2068478912115,2.0957818031311035,0.4583333730697632,0.176776722073555,80.55616492222079,0,20193,30697,16582,2897,0,
132,397.82144129276276,61.28457561135292,100.00352002680302,311.87430396676064,871.2252173572779,0.0,0.2857142984867096,0.0,76.01446949236828,0,20193,30697,16504,2867,0,
133,674.503231421113,63.886336982250214,102.23190300166607,476.04668885469437,1316.9069439172745,1.9388056993484497,0.3750000298023224,0.294627845287323,80.8669866221047,0,20193,30697,16588,2981,0,
134,394.20819096267223,61.213281005620956,100.26588663458824,309.60451252758503,865.5225913971663,0.0,0.2857142984867096,0.0,74.51480963009229,0,20193,30697,16643,2823,0,
135,681.1749115586281,62.2518714517355,99.38166476786137,312.65283189713955,1155.7055357843637,1.91511869430542,0.4166666865348816,0.2357022911310196,72.70325277135213,0,20193,30697,15910,2620,0,
136,672.6576313376427,61.76147237420082,100.05318373441696,309.28697623312473,1143.9944952726364,0.0,0.5833333730697632,0.0,69.17961587724997,0,20193,30697,15365,2557,0,
137,397.21900783479214,61.5793913602829,100.17052851617336,309.1732803732157,868.4291522949934,0.0,0.2857142984867096,0.0,73.0191262655515,0,20193,30697,15665,2539,0,
138,393.78393441438675,61.510784551501274,100.8121594786644,309.63414534926414,865.9762237221003,0.0,0.2857142984867096,0.0,72.32032974016968,0,20194,30697,15738,2505,0,
139,687.4909773468971,63.03276866674423,101.52886435389519,378.1663663685322,1230.4606717079878,2.072883367538452,0.5,0.1178511455655098,84.74462702093524,0,20194,30697,16928,2912,0,
140,394.2550718784332,61.50486506521702,100.60089640319347,314.4738879054785,871.0727691650391,0.0,0.2857142984867096,0.0,73.62013499619262,0,20194,30697,16626,2778,0,
141,693.2318713515997,63.64675238728523,103.19171100854874,325.0272646546364,1185.3381115943193,0.077098548412323,0.2916666865348816,0.0589255727827549,86.82094318640537,0,20194,30697,17495,3004,0,
142,671.5002879500389,61.439743265509605,100.49385763704777,402.4680946022272,1236.140063032508,0.9762108325958252,0.4583333730697632,0.176776722073555,74.03121024969191,0,20194,30697,16364,2735,0,
143,692.5274878740311,61.96233630180359,99.53571110963821,308.7211847305298,1162.982303649187,1.9298601150512695,0.5416666865348816,0.05892559140920639,74.03480655297994,0,20194,30697,16660,2920,0,
144,675.9251207113266,62.948254868388176,101.4114897698164,522.3719347268343,1362.901920452714,1.9166678190231323,0.5,0.1178511455655098,79.28415805108368,0,20194,30697,16678,2975,0,
145,670.0099837034941,61.42585538327694,100.12934543192387,308.758782222867,1140.564190223813,1.877901554107666,0.5,0.1178511455655098,68.88021236279435,0,20194,30697,15913,2816,0,
146,405.5568315088749,62.40755133330822,101.80064104497433,419.9839346110821,989.9942390620708,0.0,0.2857142984867096,0.0,83.7731426508159,0,20194,30697,17292,3010,0,
147,672.2142081707716,62.16787174344063,100.49804858863354,315.74783846735954,1150.8605424314737,1.9986512660980225,0.3333333432674408,0.35355344414711,72.74247891611515,0,20194,30697,16335,2762,0,
148,697.8676803410053,61.86054274439812,100.06460919976234,310.1493753492832,1170.179072767496,0.39316675066947937,0.3750000298023224,0.294627845287323,82.82198284900038,0,20194,30697,17320,2985,0,
149,393.192894756794,61.52025610208511,99.95593503117561,337.87068724632263,892.7741423249245,0.0,0.2857142984867096,0.0,76.85483359367707,0,20194,30697,16735,2735,0,
150,671.9179842621088,61.64156831800938,100.07897578179836,309.5914237201214,1143.4602234512568,2.044126033782959,0.4583333730697632,0.176776722073555,68.81237529190958,0,20194,30697,15687,2619,0,
151,672.8987526148558,61.601825058460236,101.14390403032303,549.3523515760899,1385.2312322705984,1.945762038230896,0.5416666865348816,0.05892559140920639,76.12039942791928,0,20194,30697,16320,2796,0,
152,678.5466875880957,61.52527965605259,99.96912069618702,308.9713603258133,1149.2684166878462,0.5480204820632935,0.5,0.3535533845424652,71.32609886455427,0,20194,30697,16102,2772,0,
