step,component,elapsed_ns,mem_delta_bytes,rss_delta_bytes
1264,rl_arbiter_act,52736,284,0
1264,override_layer_step,9856,217,0
1264,resource_manager_decide,12224,52,0
1264,dvfs_controller_set,1010976,717,0
1265,preference_plane_get,8832,164,0
1265,tegra_daemon_sample,29440,204,0
1265,rl_arbiter_act,55936,220,0
1265,override_layer_step,10432,217,0
1265,resource_manager_decide,12896,52,0
1265,dvfs_controller_set,1012864,583,0
1266,preference_plane_get,7904,164,0
1266,tegra_daemon_sample,28448,204,0
1266,rl_arbiter_act,53856,284,0
1266,override_layer_step,10240,217,0
1266,resource_manager_decide,11904,52,0
1266,dvfs_controller_set,1012288,583,0
1267,preference_plane_get,8576,164,0
1267,tegra_daemon_sample,28128,204,0
1267,rl_arbiter_act,53312,284,0
1267,override_layer_step,9728,217,0
1267,resource_manager_decide,12512,52,0
1267,dvfs_controller_set,1003104,583,0
1268,preference_plane_get,8512,164,0
1268,tegra_daemon_sample,29056,204,0
1268,rl_arbiter_act,53248,284,0
1268,override_layer_step,9408,284,0
1268,resource_manager_decide,11968,52,0
1268,dvfs_controller_set,1351040,666,0
1269,preference_plane_get,8672,164,0
1269,tegra_daemon_sample,30592,204,0
1269,rl_arbiter_act,54464,284,0
1269,override_layer_step,10208,217,0
1269,resource_manager_decide,12096,52,0
1269,dvfs_controller_set,1023936,583,0
1270,preference_plane_get,8640,164,0
1270,tegra_daemon_sample,29952,204,0
1270,rl_arbiter_act,54304,284,0
1270,override_layer_step,10496,217,0
1270,resource_manager_decide,11776,52,0
1270,dvfs_controller_set,999968,650,0
1271,preference_plane_get,8768,164,0
1271,tegra_daemon_sample,28416,204,0
1271,rl_arbiter_act,53664,284,0
1271,override_layer_step,9728,284,0
1271,resource_manager_decide,12096,52,0
1271,dvfs_controller_set,1004480,717,0
1272,preference_plane_get,8576,164,0
1272,tegra_daemon_sample,29664,204,0
1272,rl_arbiter_act,54336,284,0
1272,override_layer_step,10528,217,0
1272,resource_manager_decide,12384,52,0
1272,dvfs_controller_set,1019200,522,0
1273,preference_plane_get,8384,164,0
1273,tegra_daemon_sample,29408,204,0
1273,rl_arbiter_act,53696,284,0
1273,override_layer_step,10240,284,0
1273,resource_manager_decide,12160,52,0
1273,dvfs_controller_set,1023776,650,0
1274,preference_plane_get,8416,164,0
1274,tegra_daemon_sample,28864,204,0
1274,rl_arbiter_act,55200,284,0
1274,override_layer_step,10080,217,0
1274,resource_manager_decide,11936,52,0
1274,dvfs_controller_set,1008416,717,0
1275,preference_plane_get,8288,164,0
1275,tegra_daemon_sample,27904,204,0
1275,rl_arbiter_act,53856,284,0
1275,override_layer_step,9920,217,0
1275,resource_manager_decide,12800,52,0
1275,dvfs_controller_set,1011488,717,0
1276,preference_plane_get,8672,164,0
1276,tegra_daemon_sample,29344,204,0
1276,rl_arbiter_act,57024,220,0
1276,override_layer_step,11328,217,0
1276,resource_manager_decide,12384,52,0
1276,dvfs_controller_set,1020640,583,0
1277,preference_plane_get,8352,164,0
1277,tegra_daemon_sample,29248,204,0
1277,rl_arbiter_act,53248,284,0
1277,override_layer_step,10784,217,0
1277,resource_manager_decide,11872,52,0
1277,dvfs_controller_set,996384,583,0
1278,preference_plane_get,8480,164,0
1278,tegra_daemon_sample,28672,204,0
1278,rl_arbiter_act,54080,284,0
1278,override_layer_step,10464,217,0
1278,resource_manager_decide,12064,52,0
1278,dvfs_controller_set,1073056,583,0
1279,preference_plane_get,8416,164,0
1279,tegra_daemon_sample,28256,204,0
1279,rl_arbiter_act,53472,284,0
1279,override_layer_step,10080,284,0
1279,resource_manager_decide,12288,52,0
1279,dvfs_controller_set,1299520,952,0
1280,preference_plane_get,9600,164,0
1280,tegra_daemon_sample,30272,140,0
1280,rl_arbiter_act,56864,116,0
1280,override_layer_step,11136,217,0
1280,resource_manager_decide,13184,52,0
1280,dvfs_controller_set,1050560,650,0
1281,preference_plane_get,8800,164,0
1281,tegra_daemon_sample,29216,204,0
1281,rl_arbiter_act,54368,284,0
1281,override_layer_step,10944,217,0
1281,resource_manager_decide,12544,52,0
1281,dvfs_controller_set,1019392,650,0
1282,preference_plane_get,8416,164,0
1282,tegra_daemon_sample,28512,204,0
1282,rl_arbiter_act,55200,284,0
1282,override_layer_step,9920,217,0
1282,resource_manager_decide,12128,52,0
1282,dvfs_controller_set,1023744,717,0
1283,preference_plane_get,8512,164,0
1283,tegra_daemon_sample,29696,204,0
1283,rl_arbiter_act,53888,284,0
1283,override_layer_step,11136,153,0
1283,resource_manager_decide,13120,52,0
1283,dvfs_controller_set,1029984,583,0
1284,preference_plane_get,8416,164,0
1284,tegra_daemon_sample,29792,204,0
1284,rl_arbiter_act,53728,284,0
1284,override_layer_step,10432,217,0
1284,resource_manager_decide,12544,52,0
1284,dvfs_controller_set,1037504,583,0
1285,preference_plane_get,8704,164,0
1285,tegra_daemon_sample,28864,204,0
1285,rl_arbiter_act,54656,284,0
1285,override_layer_step,9920,217,0
1285,resource_manager_decide,12128,52,0
1285,dvfs_controller_set,1012256,583,0
1286,preference_plane_get,8160,164,0
1286,tegra_daemon_sample,27744,204,0
1286,rl_arbiter_act,53984,284,0
1286,override_layer_step,9536,284,0
1286,resource_manager_decide,12608,52,0
1286,dvfs_controller_set,1015904,516,0
1287,preference_plane_get,8224,164,0
1287,tegra_daemon_sample,30272,140,0
1287,rl_arbiter_act,55584,284,0
1287,override_layer_step,10048,217,0
1287,resource_manager_decide,12704,52,0
1287,dvfs_controller_set,1006528,583,0
1288,preference_plane_get,8512,164,0
1288,tegra_daemon_sample,28992,204,0
1288,rl_arbiter_act,53632,284,0
1288,override_layer_step,9792,217,0
1288,resource_manager_decide,12000,52,0
1288,dvfs_controller_set,1000160,516,0
1289,preference_plane_get,8768,164,0
1289,tegra_daemon_sample,28160,204,0
1289,rl_arbiter_act,53312,284,0
1289,override_layer_step,9760,284,0
1289,resource_manager_decide,11616,52,0
1289,dvfs_controller_set,1032800,516,0
1290,preference_plane_get,8640,164,0
1290,tegra_daemon_sample,28608,204,0
1290,rl_arbiter_act,53632,284,0
1290,override_layer_step,9856,284,0
1290,resource_manager_decide,12096,52,0
1290,dvfs_controller_set,1397920,843,0
1291,preference_plane_get,8416,164,0
1291,tegra_daemon_sample,30432,204,0
1291,rl_arbiter_act,55904,284,0
1291,override_layer_step,10368,217,0
1291,resource_manager_decide,12768,52,0
1291,dvfs_controller_set,1003968,583,0
1292,preference_plane_get,8224,164,0
1292,tegra_daemon_sample,28928,204,0
1292,rl_arbiter_act,55072,284,0
1292,override_layer_step,10400,217,0
1292,resource_manager_decide,12064,52,0
1292,dvfs_controller_set,1002368,583,0
1293,preference_plane_get,8384,164,0
1293,tegra_daemon_sample,29248,204,0
1293,rl_arbiter_act,53792,284,0
1293,override_layer_step,9632,284,0
1293,resource_manager_decide,11808,52,0
1293,dvfs_controller_set,1018272,717,0
1294,preference_plane_get,8032,164,0
1294,tegra_daemon_sample,29632,204,0
1294,rl_arbiter_act,53920,284,0
1294,override_layer_step,11392,469,0
1294,resource_manager_decide,12768,52,0
1294,dvfs_controller_set,1023296,717,0
1295,preference_plane_get,8544,164,0
1295,tegra_daemon_sample,30048,204,0
1295,rl_arbiter_act,54112,284,0
1295,override_layer_step,9728,217,0
1295,resource_manager_decide,12096,52,0
1295,dvfs_controller_set,1040576,717,0
1296,preference_plane_get,8256,164,0
1296,tegra_daemon_sample,28544,204,0
1296,rl_arbiter_act,54784,284,0
1296,override_layer_step,10336,217,0
1296,resource_manager_decide,11904,52,0
1296,dvfs_controller_set,1002400,717,0
1297,preference_plane_get,8288,164,0
1297,tegra_daemon_sample,28064,204,0
1297,rl_arbiter_act,53984,284,0
1297,override_layer_step,10112,217,0
1297,resource_manager_decide,11776,52,0
1297,dvfs_controller_set,1021440,717,0
1298,preference_plane_get,8096,164,0
1298,tegra_daemon_sample,31936,204,0
1298,rl_arbiter_act,55456,284,0
1298,override_layer_step,10368,217,0
1298,resource_manager_decide,12480,52,0
1298,dvfs_controller_set,1015904,717,0
1299,preference_plane_get,8320,164,0
1299,tegra_daemon_sample,28256,204,0
1299,rl_arbiter_act,53952,284,0
1299,override_layer_step,10336,217,0
1299,resource_manager_decide,11968,52,0
1299,dvfs_controller_set,1056192,717,0
1300,preference_plane_get,8288,164,0
1300,tegra_daemon_sample,28256,204,0
1300,rl_arbiter_act,53888,284,0
1300,override_layer_step,10144,217,0
1300,resource_manager_decide,11872,52,0
1300,dvfs_controller_set,1008672,717,0
1301,preference_plane_get,8704,164,0
1301,tegra_daemon_sample,28800,204,0
1301,rl_arbiter_act,53792,284,0
1301,override_layer_step,10400,217,0
1301,resource_manager_decide,12096,52,0
1301,dvfs_controller_set,1277568,773,0
1302,preference_plane_get,8576,164,0
1302,tegra_daemon_sample,31616,204,0
1302,rl_arbiter_act,54464,284,0
1302,override_layer_step,10240,284,0
1302,resource_manager_decide,12480,52,0
1302,dvfs_controller_set,1010144,717,0
1303,preference_plane_get,8416,164,0
1303,tegra_daemon_sample,27872,204,0
1303,rl_arbiter_act,54112,284,0
1303,override_layer_step,10368,217,0
1303,resource_manager_decide,12160,52,0
1303,dvfs_controller_set,1019104,717,0
1304,preference_plane_get,8384,164,0
1304,tegra_daemon_sample,28032,204,0
1304,rl_arbiter_act,54080,284,0
1304,override_layer_step,10016,217,0
1304,resource_manager_decide,12032,52,0
1304,dvfs_controller_set,1038144,717,0
1305,preference_plane_get,8256,164,0
1305,tegra_daemon_sample,28704,204,0
1305,rl_arbiter_act,53856,284,0
1305,override_layer_step,11584,705,0
1305,resource_manager_decide,12992,52,0
1305,dvfs_controller_set,1033344,653,0
1306,preference_plane_get,8736,164,0
1306,tegra_daemon_sample,29216,204,0
1306,rl_arbiter_act,54752,284,0
1306,override_layer_step,10336,217,0
1306,resource_manager_decide,12160,52,0
1306,dvfs_controller_set,1007264,717,0
1307,preference_plane_get,8512,164,0
1307,tegra_daemon_sample,28544,204,0
1307,rl_arbiter_act,53984,284,0
1307,override_layer_step,10080,217,0
1307,resource_manager_decide,12032,52,0
1307,dvfs_controller_set,1004448,717,0
1308,preference_plane_get,7968,164,0
1308,tegra_daemon_sample,28960,204,0
1308,rl_arbiter_act,51424,284,0
1308,override_layer_step,10048,217,0
1308,resource_manager_decide,12288,52,0
1308,dvfs_controller_set,1003296,717,0
1309,preference_plane_get,8768,395,0
1309,tegra_daemon_sample,29440,140,0
1309,rl_arbiter_act,54432,284,0
1309,override_layer_step,10720,217,0
1309,resource_manager_decide,12608,52,0
1309,dvfs_controller_set,1027872,717,0
1310,preference_plane_get,8864,164,0
1310,tegra_daemon_sample,29376,204,0
1310,rl_arbiter_act,53888,284,0
1310,override_layer_step,9824,217,0
1310,resource_manager_decide,12096,52,0
1310,dvfs_controller_set,1008832,717,0
1311,preference_plane_get,8576,164,0
1311,tegra_daemon_sample,29184,204,0
1311,rl_arbiter_act,54912,284,0
1311,override_layer_step,10144,217,0
1311,resource_manager_decide,11968,52,0
1311,dvfs_controller_set,1004032,717,0
1312,preference_plane_get,9344,164,0
1312,tegra_daemon_sample,32032,204,0
1312,rl_arbiter_act,56000,284,0
1312,override_layer_step,10656,217,0
1312,resource_manager_decide,13696,52,0
1312,dvfs_controller_set,1059904,717,0
1313,preference_plane_get,8288,164,0
1313,tegra_daemon_sample,30528,204,0
1313,rl_arbiter_act,55808,284,0
1313,override_layer_step,10944,217,0
1313,resource_manager_decide,12416,52,0
1313,dvfs_controller_set,1017536,717,0
1314,preference_plane_get,8864,164,0
1314,tegra_daemon_sample,28896,204,0
1314,rl_arbiter_act,56160,284,0
1314,override_layer_step,10464,217,0
1314,resource_manager_decide,12512,52,0
1314,dvfs_controller_set,1008256,717,0
1315,preference_plane_get,8416,164,0
1315,tegra_daemon_sample,28384,204,0
1315,rl_arbiter_act,54208,284,0
1315,override_layer_step,10336,217,0
1315,resource_manager_decide,12384,52,0
1315,dvfs_controller_set,1038368,717,0
1316,preference_plane_get,8576,164,0
1316,tegra_daemon_sample,30080,140,0
1316,rl_arbiter_act,56544,284,0
1316,override_layer_step,10240,217,0
1316,resource_manager_decide,12640,52,0
1316,dvfs_controller_set,1034976,717,0
1317,preference_plane_get,8192,164,0
1317,tegra_daemon_sample,29440,204,0
1317,rl_arbiter_act,55616,284,0
1317,override_layer_step,9376,217,0
1317,resource_manager_decide,12288,52,0
1317,dvfs_controller_set,1014496,717,0
1318,preference_plane_get,8480,164,0
1318,tegra_daemon_sample,27744,204,0
1318,rl_arbiter_act,54464,284,0
1318,override_layer_step,9856,217,0
1318,resource_manager_decide,12160,52,0
1318,dvfs_controller_set,1009664,717,0
1319,preference_plane_get,8320,164,0
1319,tegra_daemon_sample,28544,204,0
1319,rl_arbiter_act,53696,284,0
1319,override_layer_step,10112,217,0
1319,resource_manager_decide,11968,52,0
1319,dvfs_controller_set,1276000,909,0
1320,preference_plane_get,8096,164,0
1320,tegra_daemon_sample,30784,204,0
1320,rl_arbiter_act,53920,284,0
1320,override_layer_step,9920,217,0
1320,resource_manager_decide,12864,52,0
1320,dvfs_controller_set,1048960,717,0
1321,preference_plane_get,8416,164,0
1321,tegra_daemon_sample,29408,204,0
1321,rl_arbiter_act,54592,284,0
1321,override_layer_step,10048,217,0
1321,resource_manager_decide,11904,52,0
1321,dvfs_controller_set,1032352,717,0
1322,preference_plane_get,8480,164,0
1322,tegra_daemon_sample,28512,204,0
1322,rl_arbiter_act,52992,284,0
1322,override_layer_step,9952,217,0
1322,resource_manager_decide,11872,52,0
1322,dvfs_controller_set,1018080,717,0
1323,preference_plane_get,8224,164,0
1323,tegra_daemon_sample,29344,204,0
1323,rl_arbiter_act,54464,284,0
1323,override_layer_step,9888,217,0
1323,resource_manager_decide,12832,52,0
1323,dvfs_controller_set,1019008,421,0
1324,preference_plane_get,8640,164,0
1324,tegra_daemon_sample,30560,204,0
1324,rl_arbiter_act,53888,284,0
1324,override_layer_step,9376,284,0
1324,resource_manager_decide,11744,52,0
1324,dvfs_controller_set,1004928,717,0
1325,preference_plane_get,8384,164,0
1325,tegra_daemon_sample,28576,204,0
1325,rl_arbiter_act,54272,284,0
1325,override_layer_step,9856,217,0
1325,resource_manager_decide,12000,52,0
1325,dvfs_controller_set,1050080,717,0
1326,preference_plane_get,8512,164,0
1326,tegra_daemon_sample,28416,204,0
1326,rl_arbiter_act,53888,284,0
1326,override_layer_step,9568,217,0
1326,resource_manager_decide,12352,52,0
1326,dvfs_controller_set,1071616,650,0
1327,preference_plane_get,8608,164,0
1327,tegra_daemon_sample,30464,140,0
1327,rl_arbiter_act,56128,284,0
1327,override_layer_step,10656,217,0
1327,resource_manager_decide,12896,52,0
1327,dvfs_controller_set,1004896,717,0
1328,preference_plane_get,8608,164,0
1328,tegra_daemon_sample,28576,204,0
1328,rl_arbiter_act,54432,284,0
1328,override_layer_step,10400,217,0
1328,resource_manager_decide,12480,52,0
1328,dvfs_controller_set,999072,717,0
1329,preference_plane_get,8416,164,0
1329,tegra_daemon_sample,28416,204,0
1329,rl_arbiter_act,54112,284,0
1329,override_layer_step,9696,217,0
1329,resource_manager_decide,11808,52,0
1329,dvfs_controller_set,1003648,717,0
1330,preference_plane_get,7968,164,0
1330,tegra_daemon_sample,28704,204,0
1330,rl_arbiter_act,54848,284,0
1330,override_layer_step,9664,217,0
1330,resource_manager_decide,11872,52,0
1330,dvfs_controller_set,1401184,881,0
1331,preference_plane_get,8224,164,0
1331,tegra_daemon_sample,30272,204,0
1331,rl_arbiter_act,54656,284,0
1331,override_layer_step,10144,217,0
1331,resource_manager_decide,12864,52,0
1331,dvfs_controller_set,1032032,717,0
1332,preference_plane_get,8352,164,0
1332,tegra_daemon_sample,28320,204,0
1332,rl_arbiter_act,54912,284,0
1332,override_layer_step,10368,217,0
1332,resource_manager_decide,12192,52,0
1332,dvfs_controller_set,1003680,717,0
1333,preference_plane_get,8480,164,0
1333,tegra_daemon_sample,28544,204,0
1333,rl_arbiter_act,54368,284,0
1333,override_layer_step,10080,217,0
1333,resource_manager_decide,12320,52,0
1333,dvfs_controller_set,1006752,717,0
1334,preference_plane_get,9120,164,0
1334,tegra_daemon_sample,29568,204,0
1334,rl_arbiter_act,54720,284,0
1334,override_layer_step,10624,217,0
1334,resource_manager_decide,13184,52,0
1334,dvfs_controller_set,1015104,583,0
1335,preference_plane_get,8704,164,0
1335,tegra_daemon_sample,29504,204,0
1335,rl_arbiter_act,55008,284,0
1335,override_layer_step,10304,217,0
1335,resource_manager_decide,12384,52,0
1335,dvfs_controller_set,1009216,717,0
1336,preference_plane_get,8160,164,0
1336,tegra_daemon_sample,29152,204,0
1336,rl_arbiter_act,53920,284,0
1336,override_layer_step,9600,217,0
1336,resource_manager_decide,11840,52,0
1336,dvfs_controller_set,1025120,717,0
1337,preference_plane_get,8736,164,0
1337,tegra_daemon_sample,28768,204,0
1337,rl_arbiter_act,54080,284,0
1337,override_layer_step,9344,217,0
1337,resource_manager_decide,12032,52,0
1337,dvfs_controller_set,1004992,717,0
1338,preference_plane_get,10144,464,0
1338,tegra_daemon_sample,30240,140,0
1338,rl_arbiter_act,57376,284,0
1338,override_layer_step,10816,217,0
1338,resource_manager_decide,13184,52,0
1338,dvfs_controller_set,1001728,717,0
1339,preference_plane_get,8832,164,0
1339,tegra_daemon_sample,28512,204,0
1339,rl_arbiter_act,55520,284,0
1339,override_layer_step,10080,217,0
1339,resource_manager_decide,11968,52,0
1339,dvfs_controller_set,995200,717,0
1340,preference_plane_get,8096,164,0
1340,tegra_daemon_sample,27872,204,0
1340,rl_arbiter_act,54688,284,0
1340,override_layer_step,9792,217,0
1340,resource_manager_decide,11872,52,0
1340,dvfs_controller_set,1085632,717,0
1341,preference_plane_get,8512,164,0
1341,tegra_daemon_sample,28352,204,0
1341,rl_arbiter_act,53536,284,0
1341,override_layer_step,9952,217,0
1341,resource_manager_decide,12448,52,0
1341,dvfs_controller_set,1275392,882,0
1342,preference_plane_get,8640,164,0
1342,tegra_daemon_sample,30592,204,0
1342,rl_arbiter_act,56480,284,0
1342,override_layer_step,10784,217,0
1342,resource_manager_decide,12480,52,0
1342,dvfs_controller_set,1009440,717,0
1343,preference_plane_get,8192,164,0
1343,tegra_daemon_sample,29536,204,0
1343,rl_arbiter_act,54688,284,0
1343,override_layer_step,10048,217,0
1343,resource_manager_decide,11616,52,0
1343,dvfs_controller_set,995872,717,0
1344,preference_plane_get,8512,164,0
1344,tegra_daemon_sample,29312,204,0
1344,rl_arbiter_act,55008,284,0
1344,override_layer_step,10080,217,0
1344,resource_manager_decide,13024,52,0
1344,dvfs_controller_set,1036640,583,0
1345,preference_plane_get,8096,164,0
1345,tegra_daemon_sample,29888,204,0
1345,rl_arbiter_act,56832,220,0
1345,override_layer_step,10304,284,0
1345,resource_manager_decide,12992,52,0
1345,dvfs_controller_set,1026304,583,0
1346,preference_plane_get,8736,164,0
1346,tegra_daemon_sample,29408,204,0
1346,rl_arbiter_act,54624,284,0
1346,override_layer_step,9920,284,0
1346,resource_manager_decide,12864,52,0
1346,dvfs_controller_set,1032608,516,0
1347,preference_plane_get,8256,164,0
1347,tegra_daemon_sample,28064,204,0
1347,rl_arbiter_act,54624,284,0
1347,override_layer_step,10176,217,0
1347,resource_manager_decide,12352,52,0
1347,dvfs_controller_set,1071264,583,0
1348,preference_plane_get,8736,164,0
1348,tegra_daemon_sample,28768,204,0
1348,rl_arbiter_act,53728,284,0
1348,override_layer_step,10720,217,0
1348,resource_manager_decide,11904,52,0
1348,dvfs_controller_set,1277504,725,0
1349,preference_plane_get,8512,164,0
1349,tegra_daemon_sample,30080,204,0
1349,rl_arbiter_act,54976,284,0
1349,override_layer_step,10016,217,0
1349,resource_manager_decide,13088,52,0
1349,dvfs_controller_set,1010656,516,0
1350,preference_plane_get,8384,164,0
1350,tegra_daemon_sample,29024,204,0
1350,rl_arbiter_act,54112,284,0
1350,override_layer_step,9504,217,0
1350,resource_manager_decide,11904,52,0
1350,dvfs_controller_set,1004608,650,0
1351,preference_plane_get,8832,164,0
1351,tegra_daemon_sample,29248,204,0
1351,rl_arbiter_act,54560,284,0
1351,override_layer_step,9696,217,0
1351,resource_manager_decide,11552,52,0
1351,dvfs_controller_set,1019712,717,0
1352,preference_plane_get,8352,164,0
1352,tegra_daemon_sample,28608,204,0
1352,rl_arbiter_act,54368,284,0
1352,override_layer_step,9952,217,0
1352,resource_manager_decide,12960,375,0
1352,dvfs_controller_set,1047680,589,0
1353,preference_plane_get,8608,164,0
1353,tegra_daemon_sample,29408,204,0
1353,rl_arbiter_act,55328,284,0
1353,override_layer_step,10432,217,0
1353,resource_manager_decide,12384,52,0
1353,dvfs_controller_set,1001792,717,0
1354,preference_plane_get,8096,164,0
1354,tegra_daemon_sample,28288,204,0
1354,rl_arbiter_act,54688,284,0
1354,override_layer_step,10080,217,0
1354,resource_manager_decide,12064,52,0
1354,dvfs_controller_set,997472,717,0
1355,preference_plane_get,8480,164,0
1355,tegra_daemon_sample,28096,204,0
1355,rl_arbiter_act,52896,284,0
1355,override_layer_step,10048,217,0
1355,resource_manager_decide,12096,52,0
1355,dvfs_controller_set,1011264,717,0
1356,preference_plane_get,8352,164,0
1356,tegra_daemon_sample,30112,204,0
1356,rl_arbiter_act,54400,284,0
1356,override_layer_step,10944,153,0
1356,resource_manager_decide,12608,52,0
1356,dvfs_controller_set,1068288,583,0
1357,preference_plane_get,8512,164,0
1357,tegra_daemon_sample,29696,204,0
1357,rl_arbiter_act,53824,284,0
1357,override_layer_step,9920,217,0
1357,resource_manager_decide,12256,52,0
1357,dvfs_controller_set,1018816,583,0
1358,preference_plane_get,8192,164,0
1358,tegra_daemon_sample,28992,204,0
1358,rl_arbiter_act,54272,284,0
1358,override_layer_step,10112,217,0
1358,resource_manager_decide,13056,52,0
1358,dvfs_controller_set,999552,583,0
1359,preference_plane_get,8256,164,0
1359,tegra_daemon_sample,28096,204,0
1359,rl_arbiter_act,55872,284,0
1359,override_layer_step,9664,284,0
1359,resource_manager_decide,12160,52,0
1359,dvfs_controller_set,1018208,516,0
1360,preference_plane_get,8544,164,0
1360,tegra_daemon_sample,30272,204,0
1360,rl_arbiter_act,54816,284,0
1360,override_layer_step,10528,217,0
1360,resource_manager_decide,12448,52,0
1360,dvfs_controller_set,1006880,650,0
1361,preference_plane_get,8384,164,0
1361,tegra_daemon_sample,29344,204,0
1361,rl_arbiter_act,55104,284,0
1361,override_layer_step,10496,217,0
1361,resource_manager_decide,11872,52,0
1361,dvfs_controller_set,1048160,583,0
1362,preference_plane_get,8032,164,0
1362,tegra_daemon_sample,28576,204,0
1362,rl_arbiter_act,53952,284,0
1362,override_layer_step,9600,284,0
1362,resource_manager_decide,12256,52,0
1362,dvfs_controller_set,998528,516,0
1363,preference_plane_get,8352,164,0
1363,tegra_daemon_sample,28128,204,0
1363,rl_arbiter_act,53856,284,0
1363,override_layer_step,10208,217,0
1363,resource_manager_decide,12512,52,0
1363,dvfs_controller_set,1325184,846,0
1364,preference_plane_get,8416,164,0
1364,tegra_daemon_sample,29920,204,0
1364,rl_arbiter_act,55104,284,0
1364,override_layer_step,9952,217,0
1364,resource_manager_decide,12416,52,0
1364,dvfs_controller_set,995872,583,0
1365,preference_plane_get,8224,164,0
1365,tegra_daemon_sample,28352,204,0
1365,rl_arbiter_act,53856,284,0
1365,override_layer_step,9344,284,0
1365,resource_manager_decide,12352,52,0
1365,dvfs_controller_set,1012384,516,0
1366,preference_plane_get,8512,164,0
1366,tegra_daemon_sample,28416,204,0
1366,rl_arbiter_act,54336,284,0
1366,override_layer_step,10496,217,0
1366,resource_manager_decide,11840,52,0
1366,dvfs_controller_set,1075680,583,0
1367,preference_plane_get,8224,164,0
1367,tegra_daemon_sample,29344,204,0
1367,rl_arbiter_act,53984,284,0
1367,override_layer_step,11328,477,0
1367,resource_manager_decide,12992,52,0
1367,dvfs_controller_set,1018272,516,0
1368,preference_plane_get,8224,164,0
1368,tegra_daemon_sample,30336,204,0
1368,rl_arbiter_act,54080,284,0
1368,override_layer_step,9504,284,0
1368,resource_manager_decide,12544,52,0
1368,dvfs_controller_set,1016320,516,0
1369,preference_plane_get,8096,164,0
1369,tegra_daemon_sample,28608,204,0
1369,rl_arbiter_act,55328,284,0
1369,override_layer_step,9568,284,0
1369,resource_manager_decide,12192,52,0
1369,dvfs_controller_set,1005472,516,0
1370,preference_plane_get,8352,164,0
1370,tegra_daemon_sample,28608,204,0
1370,rl_arbiter_act,53856,284,0
1370,override_layer_step,9664,284,0
1370,resource_manager_decide,12672,52,0
1370,dvfs_controller_set,1012800,516,0
1371,preference_plane_get,9088,392,0
1371,tegra_daemon_sample,31392,140,0
1371,rl_arbiter_act,55232,284,0
1371,override_layer_step,9760,284,0
1371,resource_manager_decide,12768,52,0
1371,dvfs_controller_set,1043968,516,0
1372,preference_plane_get,8224,164,0
1372,tegra_daemon_sample,28576,204,0
1372,rl_arbiter_act,54304,284,0
1372,override_layer_step,10048,217,0
1372,resource_manager_decide,11840,52,0
1372,dvfs_controller_set,1015040,516,0
1373,preference_plane_get,8256,164,0
1373,tegra_daemon_sample,28512,204,0
1373,rl_arbiter_act,54144,284,0
1373,override_layer_step,9216,284,0
1373,resource_manager_decide,11936,52,0
1373,dvfs_controller_set,1016992,516,0
1374,preference_plane_get,8096,164,0
1374,tegra_daemon_sample,28448,204,0
1374,rl_arbiter_act,54272,284,0
1374,override_layer_step,9632,284,0
1374,resource_manager_decide,11840,52,0
1374,dvfs_controller_set,1030784,820,0
1375,preference_plane_get,8384,164,0
1375,tegra_daemon_sample,29728,204,0
1375,rl_arbiter_act,55968,284,0
1375,override_layer_step,10144,217,0
1375,resource_manager_decide,13088,52,0
1375,dvfs_controller_set,1010848,516,0
1376,preference_plane_get,8544,164,0
1376,tegra_daemon_sample,29664,204,0
1376,rl_arbiter_act,55008,284,0
1376,override_layer_step,10976,217,0
1376,resource_manager_decide,12448,52,0
1376,dvfs_controller_set,1045472,650,0
1377,preference_plane_get,9120,164,0
1377,tegra_daemon_sample,29504,204,0
1377,rl_arbiter_act,56960,284,0
1377,override_layer_step,10528,217,0
1377,resource_manager_decide,12160,52,0
1377,dvfs_controller_set,1040032,583,0
1378,preference_plane_get,9280,372,0
1378,tegra_daemon_sample,31744,140,0
1378,rl_arbiter_act,58336,284,0
1378,override_layer_step,11424,217,0
1378,resource_manager_decide,13056,52,0
1378,dvfs_controller_set,1027456,516,0
1379,preference_plane_get,8512,164,0
1379,tegra_daemon_sample,29728,204,0
1379,rl_arbiter_act,54848,284,0
1379,override_layer_step,10208,217,0
1379,resource_manager_decide,12064,52,0
1379,dvfs_controller_set,1005728,516,0
1380,preference_plane_get,8160,164,0
1380,tegra_daemon_sample,28672,204,0
1380,rl_arbiter_act,54304,284,0
1380,override_layer_step,10528,217,0
1380,resource_manager_decide,12032,52,0
1380,dvfs_controller_set,1004800,516,0
1381,preference_plane_get,8256,164,0
1381,tegra_daemon_sample,28928,204,0
1381,rl_arbiter_act,54016,284,0
1381,override_layer_step,9472,284,0
1381,resource_manager_decide,12128,52,0
1381,dvfs_controller_set,1285440,773,0
1382,preference_plane_get,8352,164,0
1382,tegra_daemon_sample,30240,140,0
1382,rl_arbiter_act,54848,284,0
1382,override_layer_step,9536,284,0
1382,resource_manager_decide,12416,52,0
1382,dvfs_controller_set,1062752,516,0
1383,preference_plane_get,8352,164,0
1383,tegra_daemon_sample,28352,204,0
1383,rl_arbiter_act,55328,284,0
1383,override_layer_step,9792,284,0
1383,resource_manager_decide,12064,52,0
1383,dvfs_controller_set,1011968,516,0
1384,preference_plane_get,8256,164,0
1384,tegra_daemon_sample,27872,204,0
1384,rl_arbiter_act,55136,284,0
1384,override_layer_step,9312,284,0
1384,resource_manager_decide,12064,52,0
