step,component,elapsed_ns,mem_delta_bytes,rss_delta_bytes
3176,resource_manager_decide,11968,52,0
3176,dvfs_controller_set,1002112,516,0
3177,preference_plane_get,8128,164,0
3177,tegra_daemon_sample,29824,204,0
3177,rl_arbiter_act,53856,284,0
3177,override_layer_step,9664,284,0
3177,resource_manager_decide,12320,52,0
3177,dvfs_controller_set,1004672,516,0
3178,preference_plane_get,8128,164,0
3178,tegra_daemon_sample,29632,204,0
3178,rl_arbiter_act,54592,284,0
3178,override_layer_step,10048,284,0
3178,resource_manager_decide,12992,52,0
3178,dvfs_controller_set,1019744,516,0
3179,preference_plane_get,8320,164,0
3179,tegra_daemon_sample,31296,204,0
3179,rl_arbiter_act,56288,284,0
3179,override_layer_step,9984,284,0
3179,resource_manager_decide,12096,52,0
3179,dvfs_controller_set,1011936,516,0
3180,preference_plane_get,8832,164,0
3180,tegra_daemon_sample,29760,204,0
3180,rl_arbiter_act,55424,284,0
3180,override_layer_step,9856,284,0
3180,resource_manager_decide,12544,52,0
3180,dvfs_controller_set,1049728,516,0
3181,preference_plane_get,8544,164,0
3181,tegra_daemon_sample,28832,204,0
3181,rl_arbiter_act,54048,284,0
3181,override_layer_step,9440,284,0
3181,resource_manager_decide,12640,52,0
3181,dvfs_controller_set,1014432,516,0
3182,preference_plane_get,8608,164,0
3182,tegra_daemon_sample,32032,666,0
3182,rl_arbiter_act,57728,52,0
3182,override_layer_step,9856,284,0
3182,resource_manager_decide,12448,52,0
3182,dvfs_controller_set,1001984,516,0
3183,preference_plane_get,8608,164,0
3183,tegra_daemon_sample,29152,204,0
3183,rl_arbiter_act,54624,284,0
3183,override_layer_step,9536,284,0
3183,resource_manager_decide,12480,52,0
3183,dvfs_controller_set,1002272,516,0
3184,preference_plane_get,8320,164,0
3184,tegra_daemon_sample,28832,204,0
3184,rl_arbiter_act,54368,284,0
3184,override_layer_step,9344,284,0
3184,resource_manager_decide,12480,52,0
3184,dvfs_controller_set,1020160,516,0
3185,preference_plane_get,8864,164,0
3185,tegra_daemon_sample,29152,204,0
3185,rl_arbiter_act,54080,284,0
3185,override_layer_step,9824,284,0
3185,resource_manager_decide,12224,52,0
3185,dvfs_controller_set,1310560,749,0
3186,preference_plane_get,8800,164,0
3186,tegra_daemon_sample,30464,204,0
3186,rl_arbiter_act,55328,284,0
3186,override_layer_step,9568,284,0
3186,resource_manager_decide,12384,52,0
3186,dvfs_controller_set,1007168,516,0
3187,preference_plane_get,8064,164,0
3187,tegra_daemon_sample,28544,204,0
3187,rl_arbiter_act,55008,284,0
3187,override_layer_step,10112,217,0
3187,resource_manager_decide,11776,52,0
3187,dvfs_controller_set,1003008,583,0
3188,preference_plane_get,8576,164,0
3188,tegra_daemon_sample,28864,204,0
3188,rl_arbiter_act,54720,284,0
3188,override_layer_step,9952,217,0
3188,resource_manager_decide,12000,52,0
3188,dvfs_controller_set,1005856,650,0
3189,preference_plane_get,8736,164,0
3189,tegra_daemon_sample,29376,204,0
3189,rl_arbiter_act,54464,284,0
3189,override_layer_step,9664,284,0
3189,resource_manager_decide,12736,52,0
3189,dvfs_controller_set,1031456,354,0
3190,preference_plane_get,8704,164,0
3190,tegra_daemon_sample,30880,204,0
3190,rl_arbiter_act,56416,284,0
3190,override_layer_step,10272,217,0
3190,resource_manager_decide,12128,52,0
3190,dvfs_controller_set,1059552,717,0
3191,preference_plane_get,8512,164,0
3191,tegra_daemon_sample,29088,204,0
3191,rl_arbiter_act,54112,284,0
3191,override_layer_step,10336,217,0
3191,resource_manager_decide,12352,52,0
3191,dvfs_controller_set,1035904,717,0
3192,preference_plane_get,8512,164,0
3192,tegra_daemon_sample,47808,204,0
3192,rl_arbiter_act,54560,284,0
3192,override_layer_step,10464,217,0
3192,resource_manager_decide,11968,52,0
3192,dvfs_controller_set,1005152,717,0
3193,preference_plane_get,8288,164,0
3193,tegra_daemon_sample,29920,204,0
3193,rl_arbiter_act,53728,284,0
3193,override_layer_step,11232,153,0
3193,resource_manager_decide,12320,52,0
3193,dvfs_controller_set,1005120,583,0
3194,preference_plane_get,8192,164,0
3194,tegra_daemon_sample,29824,204,0
3194,rl_arbiter_act,54784,284,0
3194,override_layer_step,10016,217,0
3194,resource_manager_decide,11968,52,0
3194,dvfs_controller_set,1020640,583,0
3195,preference_plane_get,8288,164,0
3195,tegra_daemon_sample,29280,204,0
3195,rl_arbiter_act,55360,284,0
3195,override_layer_step,10112,217,0
3195,resource_manager_decide,11808,52,0
3195,dvfs_controller_set,1000640,583,0
3196,preference_plane_get,8448,164,0
3196,tegra_daemon_sample,28992,204,0
3196,rl_arbiter_act,54304,284,0
3196,override_layer_step,9600,284,0
3196,resource_manager_decide,11968,52,0
3196,dvfs_controller_set,1270816,954,0
3197,preference_plane_get,8672,164,0
3197,tegra_daemon_sample,32768,140,0
3197,rl_arbiter_act,55232,116,0
3197,override_layer_step,10816,217,0
3197,resource_manager_decide,12416,52,0
3197,dvfs_controller_set,1006560,583,0
3198,preference_plane_get,8448,164,0
3198,tegra_daemon_sample,29152,204,0
3198,rl_arbiter_act,54016,284,0
3198,override_layer_step,10336,217,0
3198,resource_manager_decide,11968,52,0
3198,dvfs_controller_set,1009824,583,0
3199,preference_plane_get,9184,164,0
3199,tegra_daemon_sample,28960,204,0
3199,rl_arbiter_act,54816,284,0
3199,override_layer_step,10112,217,0
3199,resource_manager_decide,12032,52,0
3199,dvfs_controller_set,1041600,583,0
3200,preference_plane_get,9760,164,0
3200,tegra_daemon_sample,30144,204,0
3200,rl_arbiter_act,54144,284,0
3200,override_layer_step,11008,153,0
3200,resource_manager_decide,13920,52,0
3200,dvfs_controller_set,1086880,583,0
3201,preference_plane_get,8960,164,0
3201,tegra_daemon_sample,29792,204,0
3201,rl_arbiter_act,55328,284,0
3201,override_layer_step,10368,217,0
3201,resource_manager_decide,12448,52,0
3201,dvfs_controller_set,1019584,650,0
3202,preference_plane_get,8640,164,0
3202,tegra_daemon_sample,29408,204,0
3202,rl_arbiter_act,57344,284,0
3202,override_layer_step,10496,217,0
3202,resource_manager_decide,12608,52,0
3202,dvfs_controller_set,1014080,717,0
3203,preference_plane_get,8832,164,0
3203,tegra_daemon_sample,29088,204,0
3203,rl_arbiter_act,55552,284,0
3203,override_layer_step,10464,217,0
3203,resource_manager_decide,12544,52,0
3203,dvfs_controller_set,1276736,793,0
3204,preference_plane_get,8544,164,0
3204,tegra_daemon_sample,29696,204,0
3204,rl_arbiter_act,56512,284,0
3204,override_layer_step,10848,217,0
3204,resource_manager_decide,12704,52,0
3204,dvfs_controller_set,1012160,583,0
3205,preference_plane_get,8416,164,0
3205,tegra_daemon_sample,29792,204,0
3205,rl_arbiter_act,55936,284,0
3205,override_layer_step,10656,217,0
3205,resource_manager_decide,12448,52,0
3205,dvfs_controller_set,1005888,717,0
3206,preference_plane_get,7968,164,0
3206,tegra_daemon_sample,30368,204,0
3206,rl_arbiter_act,55168,284,0
3206,override_layer_step,10272,217,0
3206,resource_manager_decide,12064,52,0
3206,dvfs_controller_set,1017280,717,0
3207,preference_plane_get,8352,164,0
3207,tegra_daemon_sample,29568,204,0
3207,rl_arbiter_act,53472,284,0
3207,override_layer_step,9920,217,0
3207,resource_manager_decide,12736,324,0
3207,dvfs_controller_set,1027584,519,0
3208,preference_plane_get,9056,164,0
3208,tegra_daemon_sample,30240,204,0
3208,rl_arbiter_act,55296,284,0
3208,override_layer_step,9856,284,0
3208,resource_manager_decide,12000,52,0
3208,dvfs_controller_set,1016576,717,0
3209,preference_plane_get,8416,164,0
3209,tegra_daemon_sample,28864,204,0
3209,rl_arbiter_act,54560,284,0
3209,override_layer_step,11328,217,0
3209,resource_manager_decide,11872,52,0
3209,dvfs_controller_set,1000000,717,0
3210,preference_plane_get,8224,164,0
3210,tegra_daemon_sample,28544,204,0
3210,rl_arbiter_act,54240,284,0
3210,override_layer_step,10784,217,0
3210,resource_manager_decide,12192,52,0
3210,dvfs_controller_set,1020640,717,0
3211,preference_plane_get,8416,164,0
3211,tegra_daemon_sample,29312,204,0
3211,rl_arbiter_act,59424,549,0
3211,override_layer_step,11072,153,0
3211,resource_manager_decide,12448,52,0
3211,dvfs_controller_set,1028864,717,0
3212,preference_plane_get,8512,164,0
3212,tegra_daemon_sample,29088,204,0
3212,rl_arbiter_act,54720,284,0
3212,override_layer_step,9920,217,0
3212,resource_manager_decide,11584,52,0
3212,dvfs_controller_set,1014464,717,0
3213,preference_plane_get,8224,164,0
3213,tegra_daemon_sample,28320,204,0
3213,rl_arbiter_act,56256,284,0
3213,override_layer_step,10016,217,0
3213,resource_manager_decide,11648,52,0
3213,dvfs_controller_set,1006880,717,0
3214,preference_plane_get,7904,164,0
3214,tegra_daemon_sample,29056,204,0
3214,rl_arbiter_act,54016,284,0
3214,override_layer_step,10144,217,0
3214,resource_manager_decide,11744,52,0
3214,dvfs_controller_set,1321472,794,0
3215,preference_plane_get,8384,164,0
3215,tegra_daemon_sample,30816,204,0
3215,rl_arbiter_act,55264,284,0
3215,override_layer_step,10336,217,0
3215,resource_manager_decide,12768,52,0
3215,dvfs_controller_set,1010400,717,0
3216,preference_plane_get,8704,164,0
3216,tegra_daemon_sample,29728,204,0
3216,rl_arbiter_act,54528,284,0
3216,override_layer_step,10624,217,0
3216,resource_manager_decide,12192,52,0
3216,dvfs_controller_set,1036480,717,0
3217,preference_plane_get,8800,164,0
3217,tegra_daemon_sample,28768,204,0
3217,rl_arbiter_act,54848,284,0
3217,override_layer_step,10752,217,0
3217,resource_manager_decide,11744,52,0
3217,dvfs_controller_set,1006880,717,0
3218,preference_plane_get,7904,164,0
3218,tegra_daemon_sample,28992,204,0
3218,rl_arbiter_act,54880,284,0
3218,override_layer_step,10528,217,0
3218,resource_manager_decide,11744,52,0
3218,dvfs_controller_set,1029600,519,0
3219,preference_plane_get,8640,164,0
3219,tegra_daemon_sample,29568,204,0
3219,rl_arbiter_act,55776,284,0
3219,override_layer_step,10560,284,0
3219,resource_manager_decide,12480,52,0
3219,dvfs_controller_set,1003520,717,0
3220,preference_plane_get,8384,164,0
3220,tegra_daemon_sample,28544,204,0
3220,rl_arbiter_act,55392,284,0
3220,override_layer_step,10144,217,0
3220,resource_manager_decide,11968,52,0
3220,dvfs_controller_set,1010592,717,0
3221,preference_plane_get,8384,164,0
3221,tegra_daemon_sample,28704,204,0
3221,rl_arbiter_act,54752,284,0
3221,override_layer_step,10496,217,0
3221,resource_manager_decide,11712,52,0
3221,dvfs_controller_set,1032480,717,0
3222,preference_plane_get,8960,164,0
3222,tegra_daemon_sample,29216,204,0
3222,rl_arbiter_act,57376,540,0
3222,override_layer_step,10816,153,0
3222,resource_manager_decide,12768,52,0
3222,dvfs_controller_set,1003776,717,0
3223,preference_plane_get,8704,164,0
3223,tegra_daemon_sample,28576,204,0
3223,rl_arbiter_act,54656,284,0
3223,override_layer_step,10080,217,0
3223,resource_manager_decide,12352,52,0
3223,dvfs_controller_set,1018752,717,0
3224,preference_plane_get,8704,164,0
3224,tegra_daemon_sample,28096,204,0
3224,rl_arbiter_act,54944,284,0
3224,override_layer_step,10464,217,0
3224,resource_manager_decide,12160,52,0
3224,dvfs_controller_set,1005792,717,0
3225,preference_plane_get,8192,164,0
3225,tegra_daemon_sample,28000,204,0
3225,rl_arbiter_act,54752,284,0
3225,override_layer_step,9920,217,0
3225,resource_manager_decide,12320,52,0
3225,dvfs_controller_set,1337760,1160,0
3226,preference_plane_get,8992,164,0
3226,tegra_daemon_sample,31680,140,0
3226,rl_arbiter_act,55872,116,0
3226,override_layer_step,10816,217,0
3226,resource_manager_decide,12896,52,0
3226,dvfs_controller_set,1031296,717,0
3227,preference_plane_get,8544,164,0
3227,tegra_daemon_sample,29344,204,0
3227,rl_arbiter_act,56064,284,0
3227,override_layer_step,9888,217,0
3227,resource_manager_decide,12064,52,0
3227,dvfs_controller_set,1005696,717,0
3228,preference_plane_get,8480,164,0
3228,tegra_daemon_sample,29120,204,0
3228,rl_arbiter_act,54592,284,0
3228,override_layer_step,10176,217,0
3228,resource_manager_decide,11904,52,0
3228,dvfs_controller_set,999040,717,0
3229,preference_plane_get,8544,164,0
3229,tegra_daemon_sample,28896,204,0
3229,rl_arbiter_act,55616,284,0
3229,override_layer_step,10368,217,0
3229,resource_manager_decide,12576,52,0
3229,dvfs_controller_set,1014624,583,0
3230,preference_plane_get,8320,164,0
3230,tegra_daemon_sample,29888,204,0
3230,rl_arbiter_act,54912,284,0
3230,override_layer_step,10208,284,0
3230,resource_manager_decide,12288,52,0
3230,dvfs_controller_set,1011520,583,0
3231,preference_plane_get,8672,164,0
3231,tegra_daemon_sample,29280,204,0
3231,rl_arbiter_act,55008,284,0
3231,override_layer_step,9760,284,0
3231,resource_manager_decide,11936,52,0
3231,dvfs_controller_set,1055456,717,0
3232,preference_plane_get,9312,164,0
3232,tegra_daemon_sample,30368,204,0
3232,rl_arbiter_act,56544,284,0
3232,override_layer_step,10560,217,0
3232,resource_manager_decide,12832,52,0
3232,dvfs_controller_set,1339616,1129,0
3233,preference_plane_get,8992,164,0
3233,tegra_daemon_sample,31712,140,0
3233,rl_arbiter_act,57600,116,0
3233,override_layer_step,11264,217,0
3233,resource_manager_decide,13152,52,0
3233,dvfs_controller_set,1021056,717,0
3234,preference_plane_get,8576,164,0
3234,tegra_daemon_sample,28352,204,0
3234,rl_arbiter_act,55488,284,0
3234,override_layer_step,9824,217,0
3234,resource_manager_decide,12512,52,0
3234,dvfs_controller_set,1005760,717,0
3235,preference_plane_get,8192,164,0
3235,tegra_daemon_sample,28672,204,0
3235,rl_arbiter_act,55616,284,0
3235,override_layer_step,10272,217,0
3235,resource_manager_decide,12544,52,0
3235,dvfs_controller_set,1017536,717,0
3236,preference_plane_get,9024,164,0
3236,tegra_daemon_sample,29376,204,0
3236,rl_arbiter_act,54944,284,0
3236,override_layer_step,9696,217,0
3236,resource_manager_decide,13664,374,0
3236,dvfs_controller_set,1029152,589,0
3237,preference_plane_get,8416,164,0
3237,tegra_daemon_sample,30304,204,0
3237,rl_arbiter_act,54272,284,0
3237,override_layer_step,9856,217,0
3237,resource_manager_decide,12800,52,0
3237,dvfs_controller_set,1036032,717,0
3238,preference_plane_get,8448,164,0
3238,tegra_daemon_sample,29376,204,0
3238,rl_arbiter_act,54784,284,0
3238,override_layer_step,9856,217,0
3238,resource_manager_decide,12160,52,0
3238,dvfs_controller_set,1005664,717,0
3239,preference_plane_get,8512,164,0
3239,tegra_daemon_sample,28064,204,0
3239,rl_arbiter_act,55200,284,0
3239,override_layer_step,9856,217,0
3239,resource_manager_decide,12640,52,0
3239,dvfs_controller_set,1022944,717,0
3240,preference_plane_get,8288,164,0
3240,tegra_daemon_sample,29088,204,0
3240,rl_arbiter_act,77504,284,0
3240,override_layer_step,11008,153,0
3240,resource_manager_decide,12672,52,0
3240,dvfs_controller_set,1015424,717,0
3241,preference_plane_get,8416,164,0
3241,tegra_daemon_sample,28832,204,0
3241,rl_arbiter_act,55808,284,0
3241,override_layer_step,10016,217,0
3241,resource_manager_decide,12352,52,0
3241,dvfs_controller_set,1012288,650,0
3242,preference_plane_get,7968,164,0
3242,tegra_daemon_sample,29504,204,0
3242,rl_arbiter_act,55904,284,0
3242,override_layer_step,9600,284,0
3242,resource_manager_decide,12096,52,0
3242,dvfs_controller_set,1020864,717,0
3243,preference_plane_get,8896,164,0
3243,tegra_daemon_sample,28000,204,0
3243,rl_arbiter_act,55392,284,0
3243,override_layer_step,9952,284,0
3243,resource_manager_decide,12032,52,0
3243,dvfs_controller_set,1363360,860,0
3244,preference_plane_get,8608,164,0
3244,tegra_daemon_sample,30592,204,0
3244,rl_arbiter_act,56064,284,0
3244,override_layer_step,10528,217,0
3244,resource_manager_decide,12448,52,0
3244,dvfs_controller_set,996704,717,0
3245,preference_plane_get,8544,164,0
3245,tegra_daemon_sample,40000,204,0
3245,rl_arbiter_act,56736,284,0
3245,override_layer_step,10400,217,0
3245,resource_manager_decide,12384,52,0
3245,dvfs_controller_set,1003936,650,0
3246,preference_plane_get,8480,164,0
3246,tegra_daemon_sample,28352,204,0
3246,rl_arbiter_act,54944,284,0
3246,override_layer_step,9952,217,0
3246,resource_manager_decide,12256,52,0
3246,dvfs_controller_set,1009728,717,0
3247,preference_plane_get,8224,164,0
3247,tegra_daemon_sample,28928,204,0
3247,rl_arbiter_act,54816,284,0
3247,override_layer_step,9792,217,0
3247,resource_manager_decide,12512,52,0
3247,dvfs_controller_set,1041504,354,0
3248,preference_plane_get,8608,164,0
3248,tegra_daemon_sample,30816,204,0
3248,rl_arbiter_act,57120,284,0
3248,override_layer_step,10496,284,0
3248,resource_manager_decide,12608,52,0
3248,dvfs_controller_set,1527488,650,0
3249,preference_plane_get,9024,164,0
3249,tegra_daemon_sample,29952,204,0
3249,rl_arbiter_act,57856,284,0
3249,override_layer_step,10880,217,0
3249,resource_manager_decide,12480,52,0
3249,dvfs_controller_set,1007008,717,0
3250,preference_plane_get,8448,164,0
3250,tegra_daemon_sample,28768,204,0
3250,rl_arbiter_act,56416,284,0
3250,override_layer_step,10400,217,0
3250,resource_manager_decide,11904,52,0
3250,dvfs_controller_set,1273248,865,0
3251,preference_plane_get,8608,164,0
3251,tegra_daemon_sample,30784,204,0
3251,rl_arbiter_act,57632,284,0
3251,override_layer_step,10880,217,0
3251,resource_manager_decide,12608,52,0
3251,dvfs_controller_set,1009760,717,0
3252,preference_plane_get,8128,164,0
3252,tegra_daemon_sample,29792,204,0
3252,rl_arbiter_act,55616,284,0
3252,override_layer_step,10176,217,0
3252,resource_manager_decide,11552,52,0
3252,dvfs_controller_set,1006816,717,0
3253,preference_plane_get,8480,164,0
3253,tegra_daemon_sample,28320,204,0
3253,rl_arbiter_act,53600,284,0
3253,override_layer_step,9920,217,0
3253,resource_manager_decide,11520,52,0
3253,dvfs_controller_set,1037632,717,0
3254,preference_plane_get,8416,164,0
3254,tegra_daemon_sample,29056,204,0
3254,rl_arbiter_act,54016,284,0
3254,override_layer_step,10496,217,0
3254,resource_manager_decide,12032,52,0
3254,dvfs_controller_set,1058112,522,0
3255,preference_plane_get,8864,164,0
3255,tegra_daemon_sample,30688,204,0
3255,rl_arbiter_act,55904,284,0
3255,override_layer_step,10400,284,0
3255,resource_manager_decide,12096,52,0
3255,dvfs_controller_set,1006976,650,0
3256,preference_plane_get,8544,164,0
3256,tegra_daemon_sample,69600,204,0
3256,rl_arbiter_act,56224,284,0
3256,override_layer_step,9824,217,0
3256,resource_manager_decide,11840,52,0
3256,dvfs_controller_set,1004864,717,0
3257,preference_plane_get,8544,164,0
3257,tegra_daemon_sample,28704,204,0
3257,rl_arbiter_act,54784,284,0
3257,override_layer_step,9824,217,0
3257,resource_manager_decide,11680,52,0
3257,dvfs_controller_set,1006560,717,0
3258,preference_plane_get,8768,164,0
3258,tegra_daemon_sample,28992,204,0
3258,rl_arbiter_act,60000,774,0
3258,override_layer_step,11296,-15,0
3258,resource_manager_decide,13280,52,0
3258,dvfs_controller_set,1066080,717,0
3259,preference_plane_get,8704,164,0
3259,tegra_daemon_sample,30464,204,0
3259,rl_arbiter_act,54656,284,0
3259,override_layer_step,10176,217,0
3259,resource_manager_decide,11904,52,0
3259,dvfs_controller_set,1019936,717,0
3260,preference_plane_get,8480,164,0
3260,tegra_daemon_sample,28992,204,0
3260,rl_arbiter_act,54624,284,0
3260,override_layer_step,10816,217,0
3260,resource_manager_decide,11680,52,0
3260,dvfs_controller_set,1010752,717,0
3261,preference_plane_get,8736,164,0
3261,tegra_daemon_sample,28448,204,0
3261,rl_arbiter_act,55232,284,0
3261,override_layer_step,10144,217,0
3261,resource_manager_decide,12000,52,0
3261,dvfs_controller_set,1264352,857,0
3262,preference_plane_get,8768,164,0
3262,tegra_daemon_sample,29920,204,0
3262,rl_arbiter_act,56192,284,0
3262,override_layer_step,10272,217,0
3262,resource_manager_decide,12416,52,0
3262,dvfs_controller_set,1007840,717,0
3263,preference_plane_get,9024,164,0
3263,tegra_daemon_sample,28320,204,0
3263,rl_arbiter_act,53760,284,0
3263,override_layer_step,9824,217,0
3263,resource_manager_decide,12416,52,0
3263,dvfs_controller_set,1024288,717,0
3264,preference_plane_get,8608,164,0
3264,tegra_daemon_sample,28896,204,0
3264,rl_arbiter_act,54336,284,0
3264,override_layer_step,10432,217,0
3264,resource_manager_decide,12448,52,0
3264,dvfs_controller_set,1088256,583,0
3265,preference_plane_get,8608,164,0
3265,tegra_daemon_sample,29472,204,0
3265,rl_arbiter_act,56480,284,0
3265,override_layer_step,10752,516,0
3265,resource_manager_decide,13408,52,0
3265,dvfs_controller_set,1042240,583,0
3266,preference_plane_get,8896,164,0
3266,tegra_daemon_sample,30496,204,0
3266,rl_arbiter_act,55008,284,0
3266,override_layer_step,9632,284,0
3266,resource_manager_decide,12320,52,0
3266,dvfs_controller_set,1012736,516,0
3267,preference_plane_get,8480,164,0
3267,tegra_daemon_sample,29248,204,0
3267,rl_arbiter_act,54336,284,0
3267,override_layer_step,10240,217,0
3267,resource_manager_decide,12320,52,0
3267,dvfs_controller_set,1006784,583,0
3268,preference_plane_get,8608,164,0
3268,tegra_daemon_sample,28960,204,0
3268,rl_arbiter_act,53856,284,0
3268,override_layer_step,9856,217,0
3268,resource_manager_decide,12352,52,0
3268,dvfs_controller_set,1011200,583,0
3269,preference_plane_get,8512,164,0
3269,tegra_daemon_sample,30816,140,0
3269,rl_arbiter_act,56544,284,0
3269,override_layer_step,10656,217,0
3269,resource_manager_decide,12608,52,0
3269,dvfs_controller_set,1048160,784,0
3270,preference_plane_get,8288,164,0
3270,tegra_daemon_sample,30336,204,0
3270,rl_arbiter_act,56064,284,0
3270,override_layer_step,9824,217,0
3270,resource_manager_decide,12192,52,0
3270,dvfs_controller_set,1017600,717,0
3271,preference_plane_get,8512,164,0
3271,tegra_daemon_sample,29312,204,0
3271,rl_arbiter_act,54848,284,0
3271,override_layer_step,10112,217,0
3271,resource_manager_decide,12768,52,0
3271,dvfs_controller_set,1003968,717,0
3272,preference_plane_get,8640,164,0
3272,tegra_daemon_sample,28544,204,0
3272,rl_arbiter_act,54816,284,0
3272,override_layer_step,9984,217,0
3272,resource_manager_decide,12512,52,0
3272,dvfs_controller_set,1269024,770,0
3273,preference_plane_get,7680,164,0
3273,tegra_daemon_sample,31104,204,0
3273,rl_arbiter_act,55872,284,0
3273,override_layer_step,10272,284,0
3273,resource_manager_decide,12224,52,0
3273,dvfs_controller_set,1010720,717,0
3274,preference_plane_get,8064,164,0
3274,tegra_daemon_sample,28128,204,0
3274,rl_arbiter_act,54560,284,0
3274,override_layer_step,9952,217,0
3274,resource_manager_decide,12096,52,0
3274,dvfs_controller_set,1028192,717,0
3275,preference_plane_get,8736,164,0
3275,tegra_daemon_sample,28288,204,0
3275,rl_arbiter_act,54464,284,0
3275,override_layer_step,9408,217,0
3275,resource_manager_decide,11936,52,0
3275,dvfs_controller_set,1001568,717,0
3276,preference_plane_get,8448,164,0
3276,tegra_daemon_sample,29632,204,0
3276,rl_arbiter_act,54176,284,0
3276,override_layer_step,10048,217,0
3276,resource_manager_decide,12576,52,0
3276,dvfs_controller_set,1006016,717,0
3277,preference_plane_get,8640,164,0
3277,tegra_daemon_sample,63968,204,0
3277,rl_arbiter_act,54560,284,0
3277,override_layer_step,10208,217,0
3277,resource_manager_decide,11712,52,0
3277,dvfs_controller_set,1012608,717,0
3278,preference_plane_get,8416,164,0
3278,tegra_daemon_sample,28960,204,0
3278,rl_arbiter_act,56352,284,0
3278,override_layer_step,10080,217,0
3278,resource_manager_decide,12032,52,0
3278,dvfs_controller_set,1007488,717,0
3279,preference_plane_get,8544,164,0
3279,tegra_daemon_sample,29024,204,0
3279,rl_arbiter_act,53696,284,0
3279,override_layer_step,10304,217,0
3279,resource_manager_decide,12256,52,0
3279,dvfs_controller_set,1095648,717,0
3280,preference_plane_get,9728,395,0
3280,tegra_daemon_sample,32192,140,0
3280,rl_arbiter_act,57696,284,0
3280,override_layer_step,11360,217,0
3280,resource_manager_decide,12928,52,0
3280,dvfs_controller_set,1020960,717,0
3281,preference_plane_get,8544,164,0
3281,tegra_daemon_sample,28672,204,0
3281,rl_arbiter_act,56288,284,0
3281,override_layer_step,10080,217,0
3281,resource_manager_decide,12320,52,0
3281,dvfs_controller_set,1013056,717,0
3282,preference_plane_get,8544,164,0
3282,tegra_daemon_sample,28384,204,0
3282,rl_arbiter_act,54784,284,0
3282,override_layer_step,9920,217,0
3282,resource_manager_decide,12192,52,0
3282,dvfs_controller_set,1005568,717,0
3283,preference_plane_get,8992,164,0
3283,tegra_daemon_sample,28320,204,0
3283,rl_arbiter_act,54688,284,0
3283,override_layer_step,10048,217,0
3283,resource_manager_decide,12160,52,0
3283,dvfs_controller_set,1263520,883,0
3284,preference_plane_get,8704,164,0
3284,tegra_daemon_sample,31744,204,0
3284,rl_arbiter_act,55840,284,0
3284,override_layer_step,10464,217,0
3284,resource_manager_decide,12928,52,0
3284,dvfs_controller_set,1032096,717,0
3285,preference_plane_get,8352,164,0
3285,tegra_daemon_sample,29312,204,0
3285,rl_arbiter_act,55136,284,0
3285,override_layer_step,9920,217,0
3285,resource_manager_decide,12000,52,0
3285,dvfs_controller_set,998080,717,0
3286,preference_plane_get,8576,164,0
3286,tegra_daemon_sample,29920,204,0
3286,rl_arbiter_act,55648,284,0
3286,override_layer_step,9952,217,0
3286,resource_manager_decide,12352,52,0
3286,dvfs_controller_set,1005856,717,0
3287,preference_plane_get,8192,164,0
3287,tegra_daemon_sample,28896,204,0
3287,rl_arbiter_act,90400,284,0
3287,override_layer_step,9792,217,0
3287,resource_manager_decide,12576,52,0
3287,dvfs_controller_set,1009888,653,0
3288,preference_plane_get,8384,164,0
3288,tegra_daemon_sample,31904,204,0
3288,rl_arbiter_act,54016,284,0
3288,override_layer_step,9856,217,0
3288,resource_manager_decide,11648,52,0
3288,dvfs_controller_set,999904,717,0
3289,preference_plane_get,8288,164,0
3289,tegra_daemon_sample,29504,204,0
3289,rl_arbiter_act,54272,284,0
3289,override_layer_step,10112,217,0
3289,resource_manager_decide,11936,52,0
3289,dvfs_controller_set,1037632,717,0
3290,preference_plane_get,8704,164,0
3290,tegra_daemon_sample,28832,204,0
3290,rl_arbiter_act,54976,284,0
3290,override_layer_step,10144,217,0
3290,resource_manager_decide,12544,52,0
3290,dvfs_controller_set,1013248,717,0
3291,preference_plane_get,8864,402,0
3291,tegra_daemon_sample,31488,140,0
3291,rl_arbiter_act,54528,284,0
3291,override_layer_step,10208,217,0
3291,resource_manager_decide,12736,52,0
3291,dvfs_controller_set,1011520,717,0
3292,preference_plane_get,8672,164,0
3292,tegra_daemon_sample,29216,204,0
3292,rl_arbiter_act,55872,284,0
3292,override_layer_step,10432,217,0
3292,resource_manager_decide,11936,52,0
3292,dvfs_controller_set,1003584,717,0
3293,preference_plane_get,8608,164,0
3293,tegra_daemon_sample,28864,204,0
3293,rl_arbiter_act,54144,284,0
3293,override_layer_step,10336,217,0
3293,resource_manager_decide,12224,52,0
3293,dvfs_controller_set,1005440,717,0
3294,preference_plane_get,8768,164,0
3294,tegra_daemon_sample,29440,204,0
3294,rl_arbiter_act,54528,284,0
3294,override_layer_step,10144,217,0
3294,resource_manager_decide,12000,52,0
3294,dvfs_controller_set,1292128,882,0
3295,preference_plane_get,8608,164,0
3295,tegra_daemon_sample,30464,204,0
3295,rl_arbiter_act,55808,284,0
3295,override_layer_step,10944,217,0
3295,resource_manager_decide,12256,52,0
3295,dvfs_controller_set,1007328,717,0
3296,preference_plane_get,8512,164,0
3296,tegra_daemon_sample,30496,204,0
3296,rl_arbiter_act,55456,284,0
3296,override_layer_step,9888,217,0
3296,resource_manager_decide,12224,52,0
3296,dvfs_controller_set,1045440,717,0
