frame_idx,timestamp_s,latency_ms
105,10443305.122685,6.230
106,10443305.156140,6.274
107,10443305.189489,6.207
108,10443305.222847,6.149
109,10443305.256242,6.130
110,10443305.289664,6.144
111,10443305.323267,6.250
112,10443305.356572,6.142
113,10443305.389953,6.111
114,10443305.423393,6.137
115,10443305.456762,6.093
116,10443305.490212,6.130
117,10443305.523617,6.121
118,10443305.557475,6.568
119,10443305.590685,6.367
120,10443305.624549,6.824
121,10443305.657595,6.411
122,10443305.691843,7.252
123,10443305.724461,6.463
124,10443305.758240,6.832
125,10443305.791762,6.948
126,10443305.825232,7.010
127,10443305.858322,6.692
128,10443305.891412,6.374
129,10443305.925355,6.910
130,10443305.958128,6.272
131,10443305.992488,7.174
132,10443306.024978,6.256
133,10443306.058962,6.829
134,10443306.092136,6.597
135,10443306.125202,6.257
136,10443306.158626,6.270
137,10443306.192676,6.910
138,10443306.225559,6.386
139,10443306.258802,6.215
140,10443306.292218,6.217
141,10443306.325715,6.257
142,10443306.359045,6.174
143,10443306.392462,6.175
144,10443306.425997,6.298
145,10443306.459222,6.109
146,10443306.492692,6.164
147,10443306.526198,6.257
148,10443306.559507,6.152
149,10443306.592918,6.148
150,10443306.626390,6.206
151,10443306.659801,6.165
152,10443306.693213,6.162
153,10443306.726824,6.359
154,10443306.760043,6.166
155,10443306.793423,6.134
156,10443306.826870,6.167
157,10443306.860326,6.211
158,10443306.893689,6.159
159,10443306.927102,6.159
160,10443306.960566,6.208
161,10443306.994019,6.185
162,10443307.027415,6.168
163,10443307.060812,6.148
164,10443307.094195,6.117
165,10443307.127684,6.193
166,10443307.161089,6.182
167,10443307.194442,6.122
168,10443307.227869,6.135
169,10443307.261284,6.137
170,10443307.294683,6.122
171,10443307.328202,6.193
172,10443307.361603,6.180
173,10443307.394934,6.098
174,10443307.428394,6.145
175,10443307.461837,6.175
176,10443307.495239,6.161
177,10443307.528645,6.153
178,10443307.562358,6.452
179,10443307.595864,6.544
180,10443307.629525,6.796
181,10443307.662494,6.313
182,10443307.695959,6.368
183,10443307.729922,6.924
184,10443307.762701,6.292
185,10443307.796142,6.325
186,10443307.829772,6.547
187,10443307.863493,6.860
188,10443307.896895,6.856
189,10443307.930155,6.710
190,10443307.963317,6.465
191,10443307.997218,6.915
192,10443308.030613,6.903
193,10443308.063411,6.293
194,10443308.097671,7.144
195,10443308.130210,6.274
196,10443308.164166,6.824
197,10443308.197663,6.913
198,10443308.230407,6.249
199,10443308.263779,6.209
200,10443308.297162,6.176
201,10443308.330621,6.182
202,10443308.364142,6.290
203,10443308.397442,6.178
204,10443308.430844,6.165
205,10443308.464271,6.177
206,10443308.497707,6.199
207,10443308.531096,6.175
208,10443308.564499,6.164
209,10443308.597919,6.169
210,10443308.631335,6.173
211,10443308.664825,6.207
212,10443308.698209,6.178
213,10443308.731610,6.166
214,10443308.765024,6.166
215,10443308.798417,6.148
216,10443308.831836,6.153
217,10443308.865263,6.167
218,10443308.898656,6.146
219,10443308.932161,6.239
220,10443308.965537,6.200
221,10443308.998962,6.178
222,10443309.032345,6.144
223,10443309.065752,6.137
224,10443309.099196,6.167
225,10443309.132633,6.192
226,10443309.166009,6.154
227,10443309.199438,6.169
228,10443309.232844,6.162
229,10443309.266231,6.135
230,10443309.299704,6.194
231,10443309.333120,6.166
232,10443309.367401,7.033
233,10443309.399978,6.193
234,10443309.433346,6.145
235,10443309.466757,6.142
236,10443309.500296,6.267
237,10443309.533602,6.160
238,10443309.567894,7.039
239,10443309.600682,6.417
240,10443309.634000,6.327
241,10443309.667512,6.388
242,10443309.700839,6.308
243,10443309.734149,6.208
244,10443309.769201,7.845
245,10443309.801638,6.874
246,10443309.834455,6.283
247,10443309.868129,6.550
248,10443309.902147,7.157
249,10443309.935214,6.814
250,10443309.968903,7.093
251,10443310.001890,6.613
252,10443310.034993,6.300
253,10443310.068279,6.172
254,10443310.102196,6.676
255,10443310.135907,6.966
256,10443310.169585,7.216
257,10443310.203192,7.392
258,10443310.235752,6.534
259,10443310.268844,6.209
260,10443310.302237,6.224
261,10443310.336411,6.893
262,10443310.370013,7.079
263,10443310.403468,7.115
264,10443310.436922,7.145
265,10443310.470055,6.850
266,10443310.503017,6.394
267,10443310.536446,6.407
268,10443310.569718,6.261
269,10443310.603187,6.315
270,10443310.636523,6.239
271,10443310.669989,6.239
272,10443310.703296,6.130
273,10443310.737233,6.656
274,10443310.774278,10.264
275,10443310.806064,8.623
276,10443310.840545,9.665
277,10443310.872021,7.708
278,10443310.905855,8.114
279,10443310.939677,8.493
280,10443310.972636,8.016
281,10443311.005908,7.804
282,10443311.039543,7.998
283,10443311.072613,7.635
284,10443311.106503,8.092
285,10443311.139758,7.911
286,10443311.173229,7.946
287,10443311.206788,8.071
288,10443311.239801,7.644
289,10443311.273494,7.904
290,10443311.306856,7.837
291,10443311.340270,7.765
292,10443311.373635,7.703
293,10443311.406755,7.397
294,10443311.440513,7.720
295,10443311.473869,7.650
296,10443311.506962,7.313
297,10443311.540842,7.767
298,10443311.575806,9.303
299,10443311.608831,8.904
300,10443311.641995,8.645
301,10443311.676062,9.224
302,10443311.708048,7.787
303,10443311.741714,8.034
304,10443311.775545,8.438
305,10443311.807646,7.115
306,10443311.841965,8.008
307,10443311.874856,7.477
308,10443311.908876,8.072
309,10443311.943049,8.823
310,10443311.975725,8.071
311,10443312.009070,7.908
312,10443312.041678,7.088
313,10443312.075836,7.814
314,10443312.109508,8.064
315,10443312.142755,7.890
316,10443312.175770,7.488
317,10443312.209518,7.811
318,10443312.242408,7.285
319,10443312.275479,6.933
320,10443312.309328,7.364
321,10443312.342517,7.092
322,10443312.375993,7.144
323,10443312.410017,7.736
324,10443312.442767,7.067
325,10443312.476030,6.909
326,10443312.509613,7.075
327,10443312.543093,7.107
328,10443312.576500,7.093
329,10443312.609420,6.595
330,10443312.642630,6.392
331,10443312.676054,6.354
332,10443312.710196,7.077
333,10443312.743568,7.033
334,10443312.777306,7.338
335,10443312.810591,7.193
336,10443312.843957,7.128
337,10443312.877163,6.907
338,10443312.910815,7.131
339,10443312.943952,6.851
340,10443312.977610,7.086
341,10443313.011399,7.407
342,10443313.044751,7.339
343,10443313.077590,6.757
344,10443313.111259,7.014
345,10443313.146287,8.620
346,10443313.179023,7.924
347,10443313.211930,7.404
348,10443313.246152,8.196
349,10443313.279189,7.801
350,10443313.312195,7.373
351,10443313.346419,8.105
352,10443313.379565,7.816
353,10443313.413277,8.093
354,10443313.446045,7.428
355,10443313.480152,8.130
356,10443313.513509,8.065
357,10443313.546516,7.638
358,10443313.581011,8.700
359,10443313.614396,8.654
360,10443313.646815,7.641
361,10443313.681983,9.331
362,10443313.713355,7.285
363,10443313.749077,9.588
364,10443313.780424,7.517
365,10443313.815484,9.161
366,10443313.846673,6.932
367,10443313.880900,7.743
368,10443313.916904,10.315
369,10443313.948645,8.616
370,10443313.980852,7.399
371,10443314.014244,7.294
372,10443314.048115,7.745
373,10443314.081567,7.777
374,10443314.114764,7.551
375,10443314.147972,7.342
376,10443314.181640,7.592
377,10443314.216951,9.484
378,10443314.248340,7.454
379,10443314.282429,8.131
380,10443314.315707,7.989
381,10443314.348583,7.393
382,10443314.382091,7.476
383,10443314.415061,7.036
384,10443314.448127,6.679
385,10443314.481942,7.072
386,10443314.514883,6.594
387,10443314.548237,6.528
388,10443314.581737,6.608
389,10443314.615555,7.006
390,10443314.648457,6.487
391,10443314.681968,6.537
392,10443314.715874,7.022
393,10443314.748777,6.507
394,10443314.782357,6.668
395,10443314.815745,6.645
396,10443314.849410,6.896
397,10443314.882306,6.380
398,10443314.915670,6.330
399,10443314.949123,6.368
400,10443314.982731,6.561
401,10443315.018868,9.219
402,10443315.054188,11.111
403,10443315.085432,8.927
404,10443315.118499,8.563
405,10443315.151593,8.228
406,10443315.184798,8.001
407,10443315.218276,8.045
408,10443315.251879,8.222
409,10443315.285107,8.022
410,10443315.318574,8.061
411,10443315.352862,8.847
412,10443315.385795,8.350
413,10443315.419098,8.230
414,10443315.452775,8.476
415,10443315.486027,8.303
416,10443315.519345,8.200
417,10443315.552825,8.255
418,10443315.587019,9.021
419,10443315.620641,9.213
420,10443315.653725,8.865
421,10443315.687442,9.091
422,10443315.720818,9.044
423,10443315.754181,8.968
424,10443315.787437,8.790
425,10443315.821296,9.222
426,10443315.854669,9.164
427,10443315.887435,8.492
428,10443315.921723,9.350
429,10443315.955218,9.415
430,10443315.988505,9.271
431,10443316.021622,8.892
432,10443316.055463,9.309
433,10443316.087937,8.366
434,10443316.121739,8.753
435,10443316.155467,9.070
436,10443316.187235,7.428
437,10443316.226567,13.339
438,10443316.255406,8.732
439,10443316.288608,8.518
440,10443316.322050,8.533
441,10443316.355437,8.441
442,10443316.388842,8.415
443,10443316.422322,8.468
444,10443316.455919,8.635
445,10443316.489191,8.480
446,10443316.522518,8.381
447,10443316.555934,8.363
448,10443316.587742,6.743
449,10443316.621090,6.667
450,10443316.655642,7.793
451,10443316.688262,6.944
452,10443316.723206,8.475
453,10443316.755512,7.165
454,10443316.790304,8.539
455,10443316.822505,7.324
456,10443316.855857,7.263
457,10443316.889100,7.091
458,10443316.922754,7.332
459,10443316.956267,7.430
460,10443316.989325,7.074
461,10443317.022749,7.011
462,10443317.056671,7.520
463,10443317.089732,7.166
464,10443317.123491,7.515
465,10443317.156555,7.166
466,10443317.190235,7.428
467,10443317.223308,7.088
468,10443317.256291,6.656
469,10443317.289787,6.731
470,10443317.323361,6.887
471,10443317.357457,7.521
472,10443317.390450,7.100
473,10443317.423419,6.657
474,10443317.456802,6.622
475,10443317.490470,6.870
476,10443317.524439,7.424
477,10443317.558421,7.993
478,10443317.591077,7.236
479,10443317.624343,7.088
480,10443317.660573,9.900
481,10443317.690893,6.748
482,10443317.728302,10.746
483,10443317.758073,7.105
484,10443317.792485,8.106
485,10443317.826514,8.727
486,10443317.858315,7.120
487,10443317.894750,10.147
488,10443317.925751,7.739
489,10443317.958880,7.460
490,10443317.994951,10.123
491,10443318.028530,10.247
492,10443318.062340,10.650
493,10443318.094006,8.908
494,10443318.125738,7.233
495,10443318.161678,9.766
496,10443318.195258,9.934
497,10443318.227796,9.060
498,10443318.259166,7.015
499,10443318.292936,7.371
500,10443318.326135,7.156
501,10443318.359091,6.660
502,10443318.393612,7.766
503,10443318.426342,7.085
504,10443318.459210,6.543
505,10443318.493377,7.291
506,10443318.526617,7.116
507,10443318.559450,6.538
508,10443318.593413,7.084
509,10443318.626958,7.213
510,10443318.659871,6.712
511,10443318.693778,7.163
512,10443318.726530,6.503
513,10443318.760405,6.959
514,10443318.793203,6.348
515,10443318.826915,6.652
516,10443318.860527,6.856
517,10443318.894263,7.184
518,10443318.926924,6.437
519,10443318.960314,6.420
520,10443318.993767,6.461
521,10443319.027591,6.825
522,10443319.062104,7.929
523,10443319.094449,6.866
524,10443319.129272,8.282
525,10443319.161964,7.565
526,10443319.194355,6.550
527,10443319.229208,7.997
528,10443319.261541,6.920
529,10443319.296295,8.282
530,10443319.329051,7.630
531,10443319.361529,6.649
532,10443319.394534,6.246
533,10443319.428108,6.409
534,10443319.461329,6.223
535,10443319.495483,6.967
536,10443319.528272,6.349
537,10443319.561934,6.604
538,10443319.596172,7.432
539,10443319.631270,9.114
540,10443319.662626,7.051
541,10443319.695933,6.893
542,10443319.732619,10.164
543,10443319.763981,8.107
544,10443319.796334,7.030
545,10443319.832639,9.920
546,10443319.862968,6.834
547,10443319.897341,7.793
548,10443319.930154,7.191
549,10443319.964096,7.719
550,10443319.998453,8.662
551,10443320.031000,7.735
552,10443320.064474,7.792
553,10443320.096938,6.840
554,10443320.130840,7.314
555,10443320.165141,8.192
556,10443320.197774,7.407
557,10443320.231806,8.015
558,10443320.265005,7.798
559,10443320.297381,6.766
560,10443320.332141,8.126
561,10443320.364485,7.014
562,10443320.399299,8.420
563,10443320.431992,7.707
564,10443320.464328,6.623
565,10443320.499157,8.041
566,10443320.531539,7.018
567,10443320.564921,6.995
568,10443320.598422,7.087
569,10443320.631227,6.483
570,10443320.664638,6.489
571,10443320.698925,7.311
572,10443320.732017,6.996
573,10443320.764980,6.552
574,10443320.798775,6.940
575,10443320.831609,6.367
576,10443320.864954,6.306
577,10443320.898986,6.971
578,10443320.931686,6.263
579,10443320.965276,6.445
580,10443320.999079,6.840
581,10443321.033268,7.564
582,10443321.065980,6.869
583,10443321.099354,6.836
584,10443321.132543,6.616
585,10443321.166216,6.880
586,10443321.199204,6.457
587,10443321.232495,6.341
588,10443321.266874,7.314
589,10443321.300463,7.491
590,10443321.333699,7.318
591,10443321.366324,6.483
592,10443321.401107,7.853
593,10443321.433488,6.825
594,10443321.468304,8.233
595,10443321.501077,7.599
596,10443321.533468,6.581
597,10443321.568932,8.639
598,10443321.601742,8.042
599,10443321.634140,7.021
600,10443321.670408,9.875
601,10443321.700799,6.801
602,10443321.734435,7.025
603,10443321.768630,7.810
604,10443321.801450,7.216
605,10443321.835438,7.786
606,10443321.868628,7.559
607,10443321.903279,8.796
608,10443321.934609,6.709
609,10443321.969687,8.372
610,10443322.003020,8.290
611,10443322.035416,7.192
612,10443322.069653,8.014
613,10443322.105200,10.146
614,10443322.135987,7.517
615,10443322.169893,7.988
616,10443322.202805,7.479
617,10443322.235875,7.132
618,10443322.269217,7.055
619,10443322.302219,6.645
620,10443322.335231,6.248
621,10443322.368808,6.364
622,10443322.402762,6.909
623,10443322.436108,6.847
624,10443322.469539,6.870
625,10443322.502378,6.298
626,10443322.535956,6.459
627,10443322.569759,6.851
628,10443322.602746,6.431
629,10443322.637542,7.819
630,10443322.669875,6.740
631,10443322.704726,8.125
632,10443322.737092,7.084
633,10443322.771908,8.493
634,10443322.804653,7.831
635,10443322.836947,6.718
636,10443322.871769,8.135
637,10443322.904158,7.119
638,10443322.937057,6.609
639,10443322.971019,7.159
640,10443323.004354,7.083
641,10443323.037605,6.868
642,10443323.071532,7.385
643,10443323.104647,7.088
644,10443323.137659,6.689
645,10443323.171782,7.402
646,10443323.204827,7.035
647,10443323.238206,7.000
648,10443323.271147,6.529
649,10443323.305137,7.101
650,10443323.338321,6.872
651,10443323.372297,7.390
652,10443323.405411,7.091
653,10443323.439176,7.442
654,10443323.472267,7.120
655,10443323.506086,7.527
656,10443323.538747,6.774
657,10443323.574034,8.648
658,10443323.607173,8.368
659,10443323.639262,7.039
660,10443323.672881,7.237
661,10443323.707961,8.848
662,10443323.740282,7.755
663,10443323.776619,10.674
664,10443323.807197,7.837
665,10443323.840211,7.436
666,10443323.874476,8.292
667,10443323.908288,8.693
668,10443323.944306,11.302
669,10443323.973976,7.562
670,10443324.007875,8.054
671,10443324.039912,6.633
672,10443324.076361,9.674
673,10443324.107132,7.036
674,10443324.140581,7.075
675,10443324.175931,9.017
676,10443324.209921,9.600
677,10443324.243884,10.156
678,10443324.275541,8.407
679,10443324.307186,6.642
680,10443324.341194,7.236
681,10443324.374124,6.712
682,10443324.407451,6.624
683,10443324.441342,7.101
684,10443324.474519,6.865
685,10443324.507685,6.619
686,10443324.541627,7.147
687,10443324.574514,6.620
688,10443324.608801,7.497
689,10443324.641240,6.522
690,10443324.675611,7.477
691,10443324.708450,6.860
692,10443324.741850,6.846
693,10443324.774991,6.572
694,10443324.808215,6.377
695,10443324.841724,6.473
696,10443324.875296,6.631
697,10443324.910018,7.940
698,10443324.942408,6.919
699,10443324.977145,8.247
700,10443325.009825,7.518
701,10443325.044575,8.806
702,10443325.077251,8.069
703,10443325.109554,6.962
704,10443325.144355,8.343
705,10443325.175694,6.275
706,10443325.209939,7.108
707,10443325.243663,7.421
708,10443325.276755,7.101
709,10443325.310158,7.092
710,10443325.344137,7.660
711,10443325.377032,7.087
712,10443325.410406,7.046
713,10443325.444268,7.494
714,10443325.477297,7.110
715,10443325.510809,7.208
716,10443325.544203,7.189
717,10443325.577759,7.329
718,10443325.612561,8.715
719,10443325.646192,8.931
720,10443325.677685,7.006
721,10443325.712554,8.406
722,10443325.746017,8.455
723,10443325.780320,9.342
724,10443325.812588,8.194
725,10443325.846209,8.399
726,10443325.878488,7.262
727,10443325.912467,7.827
728,10443325.946146,8.087
729,10443325.981549,10.071
730,10443326.015043,10.151
731,10443326.048642,10.254
732,10443326.081514,9.710
733,10443326.111838,6.622
734,10443326.147752,9.123
735,10443326.179485,7.476
736,10443326.216209,10.792
737,10443326.249173,10.343
738,10443326.280879,8.640
739,10443326.313598,7.949
740,10443326.345919,6.861
741,10443326.380669,8.164
742,10443326.413428,7.512
743,10443326.445824,6.497
744,10443326.479957,7.218
745,10443326.512763,6.612
746,10443326.546697,7.130
747,10443326.580045,7.062
748,10443326.613068,6.672
749,10443326.646400,6.589
750,10443326.680330,7.105
751,10443326.713292,6.605
752,10443326.747200,7.100
753,10443326.780367,6.854
754,10443326.814433,7.501
755,10443326.847470,7.119
756,10443326.880910,7.144
757,10443326.914083,6.902
758,10443326.947290,6.698
759,10443326.980680,6.676
760,10443327.014050,6.627
761,10443327.047668,6.743
762,10443327.081431,7.093
763,10443327.114401,6.646
764,10443327.148027,6.855
765,10443327.183656,9.070
766,10443327.214997,6.986
767,10443327.248388,6.968
768,10443327.283011,8.179
769,10443327.315696,7.454
770,10443327.348033,6.381
771,10443327.382922,7.810
772,10443327.415300,6.779
773,10443327.450123,8.192
774,10443327.482785,7.447
775,10443327.515092,6.349
776,10443327.549952,7.803
777,10443327.583350,7.793
778,10443327.615609,6.642
779,10443327.650229,7.851
780,10443327.683254,7.457
781,10443327.716697,7.434
782,10443327.750006,7.327
783,10443327.784271,8.177
784,10443327.816639,7.129
785,10443327.850670,7.746
786,10443327.885317,8.976
787,10443327.916784,7.025
788,10443327.950958,7.782
789,10443327.984193,7.603
790,10443328.017471,7.463
791,10443328.050674,7.197
792,10443328.083995,7.101
793,10443328.119820,9.499
794,10443328.150870,7.132
795,10443328.186096,8.943
796,10443328.218715,8.143
797,10443328.250720,6.732
798,10443328.283962,6.560
799,10443328.317654,6.834
800,10443328.351718,7.484
801,10443328.385294,7.598
802,10443328.418616,7.506
803,10443328.451247,6.728
804,10443328.485887,7.955
805,10443328.518213,6.868
806,10443328.553058,8.303
807,10443328.585705,7.541
808,10443328.618068,6.495
809,10443328.652888,7.907
810,10443328.685243,6.854
811,10443328.719954,8.110
812,10443328.752354,7.102
813,10443328.786564,7.901
814,10443328.818727,6.654
815,10443328.852307,6.819
816,10443328.885409,6.504
817,10443328.919815,7.494
818,10443328.952338,6.604
819,10443328.985710,6.556
820,10443329.019851,7.278
821,10443329.053216,7.176
822,10443329.086560,7.106
823,10443329.120035,7.167
824,10443329.152946,6.664
825,10443329.187095,7.395
826,10443329.220231,7.118
827,10443329.253130,6.604
828,10443329.286627,6.683
829,10443329.319967,6.610
830,10443329.353927,7.156
831,10443329.386825,6.588
832,10443329.420831,7.180
833,10443329.453624,6.558
834,10443329.487450,6.967
835,10443329.520780,6.882
836,10443329.553843,6.529
837,10443329.590533,9.800
838,10443329.623655,9.508
839,10443329.657244,9.681
840,10443329.688988,8.010
841,10443329.722980,8.543
842,10443329.757545,9.697
843,10443329.790697,9.438
844,10443329.822387,7.717
845,10443329.855283,7.203
846,10443329.891380,9.891
847,10443329.924510,9.613
848,10443329.959098,10.791
849,10443329.989719,8.003
850,10443330.021977,6.853
851,10443330.057114,8.526
852,10443330.090041,8.044
853,10443330.126744,11.342
854,10443330.159986,11.175
855,10443330.189361,7.101
856,10443330.223071,7.396
857,10443330.257917,8.829
858,10443330.289563,7.061
859,10443330.322890,6.974
860,10443330.356354,7.021
861,10443330.389809,7.016
862,10443330.423696,7.490
863,10443330.456702,7.081
864,10443330.489968,6.935
865,10443330.522752,6.306
866,10443330.556240,6.378
867,10443330.589648,6.378
868,10443330.623658,6.981
869,10443330.656974,6.889
870,10443330.690400,6.905
871,10443330.723331,6.374
872,10443330.756823,6.459
873,10443330.790091,6.321
874,10443330.824147,6.969
875,10443330.857195,6.610
876,10443330.890735,6.741
877,10443330.924380,6.980
878,10443330.957236,6.425
879,10443330.990426,6.207
880,10443331.025683,8.050
881,10443331.058022,6.921
882,10443331.092854,8.338
883,10443331.125603,7.679
884,10443331.157980,6.649
885,10443331.192792,8.052
886,10443331.225163,7.017
887,10443331.259876,8.323
888,10443331.292615,7.655
889,10443331.325003,6.636
890,10443331.358420,6.645
891,10443331.391425,6.188
892,10443331.425037,6.386
893,10443331.458979,6.965
894,10443331.491768,6.345
895,10443331.525198,6.366
896,10443331.558569,6.330
897,10443331.592738,7.089
898,10443331.626126,7.063
899,10443331.661822,9.347
900,10443331.693108,7.218
901,10443331.730474,11.120
902,10443331.762118,9.350
903,10443331.792999,6.814
904,10443331.826732,7.135
905,10443331.860031,7.017
906,10443331.895788,9.361
907,10443331.929841,9.998
908,10443331.959989,6.729
909,10443331.993411,6.717
910,10443332.027849,7.734
911,10443332.062288,8.706
912,10443332.094251,7.250
913,10443332.127108,6.692
914,10443332.162825,8.997
915,10443332.194082,6.837
916,10443332.228115,7.455
917,10443332.260776,6.705
918,10443332.295549,8.069
919,10443332.327876,6.988
920,10443332.362689,8.391
921,10443332.395437,7.639
922,10443332.427778,6.570
923,10443332.462565,7.950
924,10443332.494946,6.934
925,10443332.529786,8.366
926,10443332.561945,7.114
927,10443332.594785,6.542
928,10443332.628282,6.625
929,10443332.662147,7.077
930,10443332.695465,6.983
931,10443332.729440,7.493
932,10443332.762600,7.240
933,10443332.795838,7.067
934,10443332.829582,7.399
935,10443332.862686,7.090
936,10443332.895670,6.661
937,10443332.928945,6.522
938,10443332.962818,6.974
939,10443332.998267,9.009
940,10443333.029518,6.846
941,10443333.063579,7.445
942,10443333.097990,8.444
943,10443333.130671,7.714
944,10443333.163009,6.642
945,10443333.197856,8.078
946,10443333.230246,7.056
947,10443333.265021,8.424
948,10443333.297728,7.725
949,10443333.330040,6.630
950,10443333.364852,8.035
951,10443333.397241,6.970
952,10443333.430331,6.649
953,10443333.463669,6.576
954,10443333.497569,7.065
955,10443333.531295,7.379
956,10443333.564442,7.113
957,10443333.598760,8.020
958,10443333.630837,6.681
959,10443333.664650,7.080
960,10443333.697828,6.840
961,10443333.730976,6.528
962,10443333.764971,7.105
963,10443333.797940,6.662
964,10443333.831321,6.630
965,10443333.864995,6.891
966,10443333.898994,7.477
967,10443333.932104,7.175
968,10443333.965013,6.672
969,10443333.998351,6.596
970,10443334.031994,6.820
971,10443334.066156,7.503
972,10443334.099226,7.155
973,10443334.131953,6.466
974,10443334.165670,6.766
975,10443334.198631,6.314
976,10443334.232111,6.387
977,10443334.265563,6.431
978,10443334.300350,7.808
979,10443334.332731,6.780
980,10443334.367507,8.150
981,10443334.399929,7.119
982,10443334.434702,8.487
983,10443334.467417,7.796
984,10443334.499745,6.719
985,10443334.534586,8.155
986,10443334.566416,6.578
987,10443334.600275,7.029
988,10443334.633036,6.381
989,10443334.666434,6.370
990,10443334.699948,6.477
991,10443334.734073,7.130
992,10443334.767228,6.878
993,10443334.800251,6.492
994,10443334.833611,6.444
995,10443334.866766,6.193
996,10443334.900636,6.650
997,10443334.933768,6.372
998,10443334.967228,6.426
999,10443335.000716,6.508
1000,10443335.034600,6.985
1001,10443335.068312,7.236
1002,10443335.100996,6.512
1003,10443335.134302,6.411
1004,10443335.169428,8.130
1005,10443335.201231,6.527
1006,10443335.234353,6.241
1007,10443335.267782,6.256
1008,10443335.301330,6.390
1009,10443335.334523,6.174
1010,10443335.368173,6.408
1011,10443335.403575,8.344
1012,10443335.436263,7.625
1013,10443335.468635,6.587
1014,10443335.503375,7.921
1015,10443335.535774,6.913
1016,10443335.570652,8.384
1017,10443335.604212,8.538
1018,10443335.638594,9.511
1019,10443335.673101,10.608
1020,10443335.704461,8.559
1021,10443335.738264,8.899
1022,10443335.769601,6.830
1023,10443335.803463,7.285
1024,10443335.838421,8.835
1025,10443335.869358,6.361
1026,10443335.903199,6.790
1027,10443335.938877,9.059
1028,10443335.970786,7.560
1029,10443336.005120,8.486
1030,10443336.037112,7.066
1031,10443336.069809,6.306
1032,10443336.103459,6.544
1033,10443336.137996,7.672
1034,10443336.173120,9.387
1035,10443336.204163,7.019
1036,10443336.237218,6.665
1037,10443336.270403,6.442
1038,10443336.303729,6.361
1039,10443336.337198,6.418
1040,10443336.371183,6.992
1041,10443336.404056,6.387
1042,10443336.437582,6.505
1043,10443336.471426,6.942
1044,10443336.504838,6.947
1045,10443336.537636,6.338
1046,10443336.572192,7.484
1047,10443336.605622,7.501
1048,10443336.638990,7.456
1049,10443336.671273,6.331
1050,10443336.706063,7.710
1051,10443336.738381,6.564
1052,10443336.773180,7.957
1053,10443336.805588,6.958
1054,10443336.840407,8.392
1055,10443336.873126,7.704
1056,10443336.905460,6.632
1057,10443336.940310,8.076
1058,10443336.972162,6.523
1059,10443337.005532,6.483
1060,10443337.038750,6.295
1061,10443337.072410,6.495
1062,10443337.105581,6.260
1063,10443337.139539,6.809
1064,10443337.172435,6.296
1065,10443337.206015,6.469
1066,10443337.239901,6.948
1067,10443337.272730,6.373
