step,component,elapsed_ns,mem_delta_bytes,rss_delta_bytes
1603,lag_feature_extract,82656,820,0
1603,preference_plane_get,8192,156,0
1603,tegra_daemon_sample,26016,140,0
1603,rl_arbiter_act,10208,52,0
1603,override_layer_step,7136,116,0
1603,resource_manager_decide,11648,116,0
1603,dvfs_controller_set,20992,379,0
1604,replay_buffer_add,219456,326,0
1604,lag_feature_extract,85920,820,0
1604,preference_plane_get,8672,156,0
1604,tegra_daemon_sample,26432,140,0
1604,rl_arbiter_act,9824,52,0
1604,override_layer_step,8096,116,0
1604,resource_manager_decide,12032,52,0
1604,dvfs_controller_set,21568,379,0
1605,replay_buffer_add,231360,326,0
1605,lag_feature_extract,86112,820,0
1605,preference_plane_get,8640,156,0
1605,tegra_daemon_sample,26560,140,0
1605,rl_arbiter_act,10816,52,0
1605,override_layer_step,7584,116,0
1605,resource_manager_decide,11488,116,0
1605,dvfs_controller_set,21824,379,0
1606,replay_buffer_add,226912,326,0
1606,lag_feature_extract,86496,820,0
1606,preference_plane_get,8288,156,0
1606,tegra_daemon_sample,25792,140,0
1606,rl_arbiter_act,10336,52,0
1606,override_layer_step,7296,116,0
1606,resource_manager_decide,11968,116,0
1606,dvfs_controller_set,21696,379,0
1607,replay_buffer_add,228480,326,0
1607,lag_feature_extract,83552,820,0
1607,preference_plane_get,8480,156,0
1607,tegra_daemon_sample,25568,140,0
1607,rl_arbiter_act,10080,52,0
1607,override_layer_step,7296,116,0
1607,resource_manager_decide,11776,116,0
1607,dvfs_controller_set,21440,379,0
1608,replay_buffer_add,219904,326,0
1608,lag_feature_extract,85024,820,0
1608,preference_plane_get,8384,156,0
1608,tegra_daemon_sample,26528,140,0
1608,rl_arbiter_act,10272,52,0
1608,override_layer_step,7296,116,0
1608,resource_manager_decide,11584,116,0
1608,dvfs_controller_set,21120,379,0
1609,replay_buffer_add,250848,326,0
1609,lag_feature_extract,89120,820,0
1609,preference_plane_get,8416,156,0
1609,tegra_daemon_sample,26656,140,0
1609,rl_arbiter_act,10400,52,0
1609,override_layer_step,7648,116,0
1609,resource_manager_decide,11936,116,0
1609,dvfs_controller_set,21600,379,0
1610,replay_buffer_add,226080,326,0
1610,lag_feature_extract,95328,820,0
1610,preference_plane_get,8288,156,0
1610,tegra_daemon_sample,26336,140,0
1610,rl_arbiter_act,10720,52,0
1610,override_layer_step,7296,116,0
1610,resource_manager_decide,11936,116,0
1610,dvfs_controller_set,20928,379,0
1611,replay_buffer_add,231936,326,0
1611,lag_feature_extract,87424,820,0
1611,preference_plane_get,8608,156,0
1611,tegra_daemon_sample,26240,140,0
1611,rl_arbiter_act,10304,52,0
1611,override_layer_step,7200,116,0
1611,resource_manager_decide,11840,116,0
1611,dvfs_controller_set,21280,379,0
1612,replay_buffer_add,229888,326,0
1612,lag_feature_extract,86592,820,0
1612,preference_plane_get,8224,156,0
1612,tegra_daemon_sample,26976,140,0
1612,rl_arbiter_act,10464,52,0
1612,override_layer_step,7392,116,0
1612,resource_manager_decide,12160,116,0
1612,dvfs_controller_set,21152,379,0
1613,replay_buffer_add,221312,326,0
1613,lag_feature_extract,94912,820,0
1613,preference_plane_get,8480,156,0
1613,tegra_daemon_sample,26368,140,0
1613,rl_arbiter_act,10528,52,0
1613,override_layer_step,7936,116,0
1613,resource_manager_decide,12064,52,0
1613,dvfs_controller_set,22272,379,0
1614,replay_buffer_add,284960,326,0
1614,lag_feature_extract,88224,820,0
1614,preference_plane_get,8384,156,0
1614,tegra_daemon_sample,26368,140,0
1614,rl_arbiter_act,10208,52,0
1614,override_layer_step,7168,116,0
1614,resource_manager_decide,12000,116,0
1614,dvfs_controller_set,20544,379,0
1615,replay_buffer_add,226464,326,0
1615,lag_feature_extract,86432,820,0
1615,preference_plane_get,8320,156,0
1615,tegra_daemon_sample,26144,140,0
1615,rl_arbiter_act,9984,52,0
1615,override_layer_step,7712,116,0
1615,resource_manager_decide,12160,116,0
1615,dvfs_controller_set,21408,379,0
1616,replay_buffer_add,230752,326,0
1616,lag_feature_extract,91456,820,0
1616,preference_plane_get,8896,156,0
1616,tegra_daemon_sample,26240,140,0
1616,rl_arbiter_act,10048,52,0
1616,override_layer_step,7392,116,0
1616,resource_manager_decide,12000,116,0
1616,dvfs_controller_set,21536,379,0
1617,replay_buffer_add,211776,326,0
1617,lag_feature_extract,85248,820,0
1617,preference_plane_get,8128,156,0
1617,tegra_daemon_sample,25952,140,0
1617,rl_arbiter_act,10336,52,0
1617,override_layer_step,7200,116,0
1617,resource_manager_decide,11808,116,0
1617,dvfs_controller_set,20672,379,0
1618,replay_buffer_add,229792,326,0
1618,lag_feature_extract,89888,820,0
1618,preference_plane_get,8800,156,0
1618,tegra_daemon_sample,27552,140,0
1618,rl_arbiter_act,10208,52,0
1618,override_layer_step,7328,116,0
1618,resource_manager_decide,13792,116,0
1618,dvfs_controller_set,22656,379,0
1619,replay_buffer_add,231616,326,0
1619,lag_feature_extract,114752,820,0
1619,preference_plane_get,9056,156,0
1619,tegra_daemon_sample,26816,140,0
1619,rl_arbiter_act,10272,52,0
1619,override_layer_step,7552,116,0
1619,resource_manager_decide,11744,116,0
1619,dvfs_controller_set,21120,379,0
1620,replay_buffer_add,222432,326,0
1620,lag_feature_extract,87744,820,0
1620,preference_plane_get,8256,156,0
1620,tegra_daemon_sample,26848,140,0
1620,rl_arbiter_act,10496,52,0
1620,override_layer_step,7648,116,0
1620,resource_manager_decide,12096,116,0
1620,dvfs_controller_set,21312,379,0
1621,replay_buffer_add,229888,326,0
1621,lag_feature_extract,85600,820,0
1621,preference_plane_get,8672,156,0
1621,tegra_daemon_sample,27008,140,0
1621,rl_arbiter_act,10048,52,0
1621,override_layer_step,7456,116,0
1621,resource_manager_decide,12192,116,0
1621,dvfs_controller_set,21568,379,0
1622,replay_buffer_add,235648,326,0
1622,lag_feature_extract,85664,820,0
1622,preference_plane_get,8896,156,0
1622,tegra_daemon_sample,27264,140,0
1622,rl_arbiter_act,10528,52,0
1622,override_layer_step,7968,52,0
1622,resource_manager_decide,12416,52,0
1622,dvfs_controller_set,21888,379,0
1623,replay_buffer_add,234560,326,0
1623,lag_feature_extract,87264,820,0
1623,preference_plane_get,8672,156,0
1623,tegra_daemon_sample,27360,140,0
1623,rl_arbiter_act,10752,52,0
1623,override_layer_step,7584,116,0
1623,resource_manager_decide,12192,116,0
1623,dvfs_controller_set,21408,379,0
1624,replay_buffer_add,223776,326,0
1624,lag_feature_extract,84512,820,0
1624,preference_plane_get,8544,156,0
1624,tegra_daemon_sample,26624,140,0
1624,rl_arbiter_act,9824,52,0
1624,override_layer_step,19168,116,0
1624,resource_manager_decide,11648,116,0
1624,dvfs_controller_set,21952,379,0
1625,replay_buffer_add,230368,326,0
1625,lag_feature_extract,85696,820,0
1625,preference_plane_get,8576,156,0
1625,tegra_daemon_sample,26496,140,0
1625,rl_arbiter_act,10080,52,0
1625,override_layer_step,7520,116,0
1625,resource_manager_decide,11744,116,0
1625,dvfs_controller_set,20864,379,0
1626,replay_buffer_add,231168,326,0
1626,lag_feature_extract,125088,820,0
1626,preference_plane_get,8448,156,0
1626,tegra_daemon_sample,25952,140,0
1626,rl_arbiter_act,10112,52,0
1626,override_layer_step,7712,116,0
1626,resource_manager_decide,12384,116,0
1626,dvfs_controller_set,22656,379,0
1627,replay_buffer_add,547616,518,0
1627,lag_feature_extract,97312,820,0
1627,preference_plane_get,9504,156,0
1627,tegra_daemon_sample,26912,140,0
1627,rl_arbiter_act,11200,52,0
1627,override_layer_step,7712,116,0
1627,resource_manager_decide,12096,116,0
1627,dvfs_controller_set,21664,379,0
1628,replay_buffer_add,234400,326,0
1628,lag_feature_extract,88160,820,0
1628,preference_plane_get,8512,156,0
1628,tegra_daemon_sample,26624,140,0
1628,rl_arbiter_act,10368,52,0
1628,override_layer_step,7520,116,0
1628,resource_manager_decide,11552,116,0
1628,dvfs_controller_set,21376,379,0
1629,replay_buffer_add,231040,326,0
1629,lag_feature_extract,100640,820,0
1629,preference_plane_get,8736,156,0
1629,tegra_daemon_sample,25920,140,0
1629,rl_arbiter_act,10688,52,0
1629,override_layer_step,7168,116,0
1629,resource_manager_decide,12320,116,0
1629,dvfs_controller_set,21312,379,0
1630,replay_buffer_add,234528,326,0
1630,lag_feature_extract,86400,820,0
1630,preference_plane_get,8352,156,0
1630,tegra_daemon_sample,26112,140,0
1630,rl_arbiter_act,10752,52,0
1630,override_layer_step,7488,116,0
1630,resource_manager_decide,11680,116,0
1630,dvfs_controller_set,21984,379,0
1631,replay_buffer_add,230368,326,0
1631,lag_feature_extract,88192,820,0
1631,preference_plane_get,8544,156,0
1631,tegra_daemon_sample,26784,140,0
1631,rl_arbiter_act,11072,52,0
1631,override_layer_step,7776,52,0
1631,resource_manager_decide,11936,116,0
1631,dvfs_controller_set,22496,379,0
1632,replay_buffer_add,232352,326,0
1632,lag_feature_extract,86272,820,0
1632,preference_plane_get,8704,156,0
1632,tegra_daemon_sample,26304,140,0
1632,rl_arbiter_act,10880,52,0
1632,override_layer_step,7264,116,0
1632,resource_manager_decide,12000,116,0
1632,dvfs_controller_set,21920,379,0
1633,replay_buffer_add,226080,326,0
1633,lag_feature_extract,94016,820,0
1633,preference_plane_get,8256,156,0
1633,tegra_daemon_sample,26560,140,0
1633,rl_arbiter_act,10720,52,0
1633,override_layer_step,7584,116,0
1633,resource_manager_decide,11456,116,0
1633,dvfs_controller_set,21184,379,0
1634,replay_buffer_add,231360,326,0
1634,lag_feature_extract,86592,820,0
1634,preference_plane_get,8480,156,0
1634,tegra_daemon_sample,26720,140,0
1634,rl_arbiter_act,10080,52,0
1634,override_layer_step,6912,116,0
1634,resource_manager_decide,11264,116,0
1634,dvfs_controller_set,21280,379,0
1635,replay_buffer_add,220928,326,0
1635,lag_feature_extract,83872,820,0
1635,preference_plane_get,8160,156,0
1635,tegra_daemon_sample,27040,140,0
1635,rl_arbiter_act,10048,52,0
1635,override_layer_step,7072,116,0
1635,resource_manager_decide,11456,116,0
1635,dvfs_controller_set,21216,379,0
1636,replay_buffer_add,232160,326,0
1636,lag_feature_extract,98304,756,0
1636,preference_plane_get,8256,156,0
1636,tegra_daemon_sample,26432,140,0
1636,rl_arbiter_act,9984,52,0
1636,override_layer_step,7680,116,0
1636,resource_manager_decide,11712,116,0
1636,dvfs_controller_set,20992,379,0
1637,replay_buffer_add,232000,326,0
1637,lag_feature_extract,86848,820,0
1637,preference_plane_get,8416,156,0
1637,tegra_daemon_sample,26848,140,0
1637,rl_arbiter_act,10080,52,0
1637,override_layer_step,7360,116,0
1637,resource_manager_decide,11264,116,0
1637,dvfs_controller_set,20640,379,0
1638,replay_buffer_add,230240,326,0
1638,lag_feature_extract,83680,820,0
1638,preference_plane_get,8384,156,0
1638,tegra_daemon_sample,26208,140,0
1638,rl_arbiter_act,10080,52,0
1638,override_layer_step,7328,116,0
1638,resource_manager_decide,12320,116,0
1638,dvfs_controller_set,21504,379,0
1639,replay_buffer_add,227424,326,0
1639,lag_feature_extract,85952,820,0
1639,preference_plane_get,8768,156,0
1639,tegra_daemon_sample,25568,140,0
1639,rl_arbiter_act,10080,52,0
1639,override_layer_step,7264,116,0
1639,resource_manager_decide,11456,116,0
1639,dvfs_controller_set,21472,379,0
1640,replay_buffer_add,237216,326,0
1640,lag_feature_extract,86848,820,0
1640,preference_plane_get,8448,156,0
1640,tegra_daemon_sample,26080,140,0
1640,rl_arbiter_act,10368,52,0
1640,override_layer_step,7552,116,0
1640,resource_manager_decide,12800,116,0
1640,dvfs_controller_set,21600,379,0
1641,replay_buffer_add,231776,326,0
1641,lag_feature_extract,96480,820,0
1641,preference_plane_get,9280,156,0
1641,tegra_daemon_sample,26080,140,0
1641,rl_arbiter_act,10400,52,0
1641,override_layer_step,7360,116,0
1641,resource_manager_decide,11872,116,0
1641,dvfs_controller_set,21184,379,0
1642,replay_buffer_add,230656,326,0
1642,lag_feature_extract,87808,820,0
1642,preference_plane_get,8384,156,0
1642,tegra_daemon_sample,26272,140,0
1642,rl_arbiter_act,10912,52,0
1642,override_layer_step,7456,116,0
1642,resource_manager_decide,11488,116,0
1642,dvfs_controller_set,21792,379,0
1643,replay_buffer_add,231712,326,0
1643,lag_feature_extract,89632,820,0
1643,preference_plane_get,8288,156,0
1643,tegra_daemon_sample,26144,140,0
1643,rl_arbiter_act,10144,52,0
1643,override_layer_step,7136,116,0
1643,resource_manager_decide,11520,116,0
1643,dvfs_controller_set,21120,379,0
1644,replay_buffer_add,229760,326,0
1644,lag_feature_extract,93984,820,0
1644,preference_plane_get,8064,156,0
1644,tegra_daemon_sample,26496,140,0
1644,rl_arbiter_act,10048,52,0
1644,override_layer_step,7680,116,0
1644,resource_manager_decide,11520,116,0
1644,dvfs_controller_set,20672,379,0
1645,replay_buffer_add,473152,505,0
1645,lag_feature_extract,89856,820,0
1645,preference_plane_get,8704,156,0
1645,tegra_daemon_sample,26272,140,0
1645,rl_arbiter_act,11136,52,0
1645,override_layer_step,7104,116,0
1645,resource_manager_decide,11680,116,0
1645,dvfs_controller_set,21248,379,0
1646,replay_buffer_add,226080,326,0
1646,lag_feature_extract,85888,820,0
1646,preference_plane_get,8960,156,0
1646,tegra_daemon_sample,26656,140,0
1646,rl_arbiter_act,11136,52,0
1646,override_layer_step,7552,116,0
1646,resource_manager_decide,11552,116,0
1646,dvfs_controller_set,21472,379,0
1647,replay_buffer_add,224672,326,0
1647,lag_feature_extract,93152,820,0
1647,preference_plane_get,8512,156,0
1647,tegra_daemon_sample,26432,140,0
1647,rl_arbiter_act,10912,52,0
1647,override_layer_step,7328,116,0
1647,resource_manager_decide,11936,116,0
1647,dvfs_controller_set,21184,379,0
1648,replay_buffer_add,231072,326,0
1648,lag_feature_extract,87744,820,0
1648,preference_plane_get,8448,156,0
1648,tegra_daemon_sample,26432,140,0
1648,rl_arbiter_act,10240,52,0
1648,override_layer_step,7488,116,0
1648,resource_manager_decide,11424,116,0
1648,dvfs_controller_set,21152,379,0
1649,replay_buffer_add,228320,326,0
1649,lag_feature_extract,88128,820,0
1649,preference_plane_get,8736,156,0
1649,tegra_daemon_sample,26528,140,0
1649,rl_arbiter_act,11136,52,0
1649,override_layer_step,7392,52,0
1649,resource_manager_decide,12736,116,0
1649,dvfs_controller_set,22240,379,0
1650,replay_buffer_add,228864,326,0
1650,lag_feature_extract,89888,820,0
1650,preference_plane_get,8640,156,0
1650,tegra_daemon_sample,26304,140,0
1650,rl_arbiter_act,11328,52,0
1650,override_layer_step,7584,116,0
1650,resource_manager_decide,12096,116,0
1650,dvfs_controller_set,21216,379,0
1651,replay_buffer_add,231264,326,0
1651,lag_feature_extract,93440,820,0
1651,preference_plane_get,7712,156,0
1651,tegra_daemon_sample,27744,140,0
1651,rl_arbiter_act,10528,52,0
1651,override_layer_step,7264,116,0
1651,resource_manager_decide,11584,116,0
1651,dvfs_controller_set,21280,379,0
1652,replay_buffer_add,226080,326,0
1652,lag_feature_extract,86720,820,0
1652,preference_plane_get,8096,156,0
1652,tegra_daemon_sample,26432,140,0
1652,rl_arbiter_act,10272,52,0
1652,override_layer_step,7776,116,0
1652,resource_manager_decide,11680,116,0
1652,dvfs_controller_set,21632,379,0
1653,replay_buffer_add,235296,326,0
1653,lag_feature_extract,85888,820,0
1653,preference_plane_get,8416,156,0
1653,tegra_daemon_sample,27168,140,0
1653,rl_arbiter_act,10400,52,0
1653,override_layer_step,7840,116,0
1653,resource_manager_decide,11904,116,0
1653,dvfs_controller_set,21952,379,0
1654,replay_buffer_add,256960,814,0
1654,lag_feature_extract,89760,692,0
1654,preference_plane_get,8544,156,0
1654,tegra_daemon_sample,27296,140,0
1654,rl_arbiter_act,9952,52,0
1654,override_layer_step,7936,116,0
1654,resource_manager_decide,11648,116,0
1654,dvfs_controller_set,20864,379,0
1655,replay_buffer_add,222752,326,0
1655,lag_feature_extract,93472,820,0
1655,preference_plane_get,8032,156,0
1655,tegra_daemon_sample,26240,140,0
1655,rl_arbiter_act,9888,52,0
1655,override_layer_step,7776,116,0
1655,resource_manager_decide,11808,116,0
1655,dvfs_controller_set,20992,379,0
1656,replay_buffer_add,226336,326,0
1656,lag_feature_extract,91552,820,0
1656,preference_plane_get,8576,156,0
1656,tegra_daemon_sample,26432,140,0
1656,rl_arbiter_act,11072,52,0
1656,override_layer_step,7296,116,0
1656,resource_manager_decide,11840,116,0
1656,dvfs_controller_set,20928,379,0
1657,replay_buffer_add,226688,326,0
1657,lag_feature_extract,85152,820,0
1657,preference_plane_get,8320,156,0
1657,tegra_daemon_sample,26688,140,0
1657,rl_arbiter_act,10848,52,0
1657,override_layer_step,7520,116,0
1657,resource_manager_decide,12000,116,0
1657,dvfs_controller_set,21472,379,0
1658,replay_buffer_add,233920,326,0
1658,lag_feature_extract,110720,820,0
1658,preference_plane_get,8768,156,0
1658,tegra_daemon_sample,26752,140,270336
1658,rl_arbiter_act,10848,52,0
1658,override_layer_step,7520,116,0
1658,resource_manager_decide,12672,116,0
1658,dvfs_controller_set,22144,379,0
1659,replay_buffer_add,239968,326,0
1659,lag_feature_extract,95136,820,0
1659,preference_plane_get,8480,156,0
1659,tegra_daemon_sample,26240,140,0
1659,rl_arbiter_act,9888,52,0
1659,override_layer_step,7712,116,0
1659,resource_manager_decide,12192,116,0
1659,dvfs_controller_set,21472,379,0
1660,replay_buffer_add,218208,326,0
1660,lag_feature_extract,87456,820,0
1660,preference_plane_get,8256,156,0
1660,tegra_daemon_sample,26144,140,0
1660,rl_arbiter_act,10304,52,0
1660,override_layer_step,7200,116,0
1660,resource_manager_decide,11680,116,0
1660,dvfs_controller_set,20928,379,0
1661,replay_buffer_add,226976,326,0
1661,lag_feature_extract,92032,820,0
1661,preference_plane_get,8288,156,0
1661,tegra_daemon_sample,26944,140,0
1661,rl_arbiter_act,10208,52,0
1661,override_layer_step,7360,116,0
1661,resource_manager_decide,11968,116,0
1661,dvfs_controller_set,21120,379,0
1662,replay_buffer_add,225696,326,0
1662,lag_feature_extract,86272,820,0
1662,preference_plane_get,8352,156,0
1662,tegra_daemon_sample,26464,140,0
1662,rl_arbiter_act,9952,52,0
1662,override_layer_step,7776,116,0
1662,resource_manager_decide,11680,116,0
1662,dvfs_controller_set,21792,379,0
1663,replay_buffer_add,238464,812,0
1663,lag_feature_extract,88768,692,0
1663,preference_plane_get,8640,156,0
1663,tegra_daemon_sample,26496,140,0
1663,rl_arbiter_act,10560,52,0
1663,override_layer_step,7136,116,0
1663,resource_manager_decide,11648,116,0
1663,dvfs_controller_set,21664,379,0
1664,replay_buffer_add,241088,326,0
1664,lag_feature_extract,86880,820,0
1664,preference_plane_get,8512,156,0
1664,tegra_daemon_sample,26720,140,0
1664,rl_arbiter_act,10560,52,0
1664,override_layer_step,7328,116,0
1664,resource_manager_decide,12000,116,0
1664,dvfs_controller_set,21664,379,0
1665,replay_buffer_add,240576,326,0
1665,lag_feature_extract,84256,820,0
1665,preference_plane_get,8480,156,0
1665,tegra_daemon_sample,25984,140,0
1665,rl_arbiter_act,10400,52,0
1665,override_layer_step,7616,116,0
1665,resource_manager_decide,11520,116,0
1665,dvfs_controller_set,20992,379,0
1666,replay_buffer_add,233216,326,0
1666,lag_feature_extract,85728,820,0
1666,preference_plane_get,8064,156,0
1666,tegra_daemon_sample,26720,140,0
1666,rl_arbiter_act,11232,52,0
1666,override_layer_step,7648,116,0
1666,resource_manager_decide,12128,116,0
1666,dvfs_controller_set,21920,379,0
1667,replay_buffer_add,225856,326,0
1667,lag_feature_extract,85568,820,0
1667,preference_plane_get,9280,375,0
1667,tegra_daemon_sample,27520,140,0
1667,rl_arbiter_act,11104,52,0
1667,override_layer_step,7328,116,0
1667,resource_manager_decide,12416,116,0
1667,dvfs_controller_set,21920,379,0
1668,replay_buffer_add,239520,326,0
1668,lag_feature_extract,86560,820,0
1668,preference_plane_get,8608,156,0
1668,tegra_daemon_sample,26528,140,0
1668,rl_arbiter_act,10656,52,0
1668,override_layer_step,7232,116,0
1668,resource_manager_decide,11680,116,0
1668,dvfs_controller_set,21120,379,0
1669,replay_buffer_add,238208,326,0
1669,lag_feature_extract,85920,820,0
1669,preference_plane_get,8288,156,0
1669,tegra_daemon_sample,26176,140,0
1669,rl_arbiter_act,10048,52,0
1669,override_layer_step,7200,116,0
1669,resource_manager_decide,11712,116,0
1669,dvfs_controller_set,21024,379,0
1670,replay_buffer_add,230464,326,0
1670,lag_feature_extract,85696,820,0
1670,preference_plane_get,8384,156,0
1670,tegra_daemon_sample,26208,140,0
1670,rl_arbiter_act,10848,52,0
1670,override_layer_step,7264,116,0
1670,resource_manager_decide,11744,116,0
1670,dvfs_controller_set,21184,379,0
1671,replay_buffer_add,229152,326,0
1671,lag_feature_extract,86592,820,270336
1671,preference_plane_get,8576,156,0
1671,tegra_daemon_sample,26048,140,0
1671,rl_arbiter_act,10528,52,0
1671,override_layer_step,7232,116,0
1671,resource_manager_decide,12000,116,0
1671,dvfs_controller_set,21696,379,0
1672,replay_buffer_add,250784,262,0
1672,lag_feature_extract,89568,820,0
1672,preference_plane_get,8640,156,0
1672,tegra_daemon_sample,26304,140,0
1672,rl_arbiter_act,10688,52,0
1672,override_layer_step,7136,116,0
1672,resource_manager_decide,12160,116,0
1672,dvfs_controller_set,21984,379,0
1673,replay_buffer_add,233120,326,0
1673,lag_feature_extract,92512,820,0
1673,preference_plane_get,8768,156,0
1673,tegra_daemon_sample,26592,140,0
1673,rl_arbiter_act,11392,52,0
1673,override_layer_step,7200,116,0
1673,resource_manager_decide,11456,116,0
1673,dvfs_controller_set,21056,379,0
1674,replay_buffer_add,230208,326,0
1674,lag_feature_extract,88544,820,0
1674,preference_plane_get,8608,156,0
1674,tegra_daemon_sample,26304,140,0
1674,rl_arbiter_act,9952,52,0
1674,override_layer_step,7264,116,0
1674,resource_manager_decide,11744,116,0
1674,dvfs_controller_set,21568,379,0
1675,replay_buffer_add,227360,326,0
1675,lag_feature_extract,87168,820,0
1675,preference_plane_get,8992,156,0
1675,tegra_daemon_sample,26592,140,0
1675,rl_arbiter_act,9952,52,0
1675,override_layer_step,7296,116,0
1675,resource_manager_decide,11328,116,0
1675,dvfs_controller_set,22016,379,0
1676,replay_buffer_add,232736,326,0
1676,lag_feature_extract,94272,820,0
1676,preference_plane_get,9312,372,0
1676,tegra_daemon_sample,28288,140,0
1676,rl_arbiter_act,10272,52,0
1676,override_layer_step,7648,116,0
1676,resource_manager_decide,12000,116,0
1676,dvfs_controller_set,22048,379,0
1677,replay_buffer_add,235328,326,0
1677,lag_feature_extract,87648,820,0
1677,preference_plane_get,8512,156,0
1677,tegra_daemon_sample,26816,140,0
1677,rl_arbiter_act,9888,52,0
1677,override_layer_step,7520,116,0
1677,resource_manager_decide,11648,116,0
1677,dvfs_controller_set,37344,379,0
1678,replay_buffer_add,236256,326,0
1678,lag_feature_extract,88512,820,0
1678,preference_plane_get,8384,156,0
1678,tegra_daemon_sample,25984,140,0
1678,rl_arbiter_act,10432,52,0
1678,override_layer_step,7104,116,0
1678,resource_manager_decide,11648,116,0
1678,dvfs_controller_set,21632,379,0
1679,replay_buffer_add,226336,326,0
1679,lag_feature_extract,91648,820,0
1679,preference_plane_get,8064,156,0
1679,tegra_daemon_sample,26368,140,0
1679,rl_arbiter_act,10144,52,0
1679,override_layer_step,7584,116,0
1679,resource_manager_decide,11616,116,0
1679,dvfs_controller_set,20768,379,0
1680,replay_buffer_add,231616,326,0
1680,lag_feature_extract,88064,820,0
1680,preference_plane_get,8480,156,0
1680,tegra_daemon_sample,26368,140,0
1680,rl_arbiter_act,9760,52,0
1680,override_layer_step,7168,116,0
1680,resource_manager_decide,11456,116,0
1680,dvfs_controller_set,23872,660,0
1681,replay_buffer_add,248672,262,0
1681,lag_feature_extract,90560,820,0
1681,preference_plane_get,8352,156,0
1681,tegra_daemon_sample,26720,140,0
1681,rl_arbiter_act,9984,52,0
1681,override_layer_step,7424,116,0
1681,resource_manager_decide,11840,116,0
1681,dvfs_controller_set,21280,379,0
1682,replay_buffer_add,226624,326,0
1682,lag_feature_extract,94592,820,0
1682,preference_plane_get,8544,156,0
1682,tegra_daemon_sample,26944,140,0
1682,rl_arbiter_act,10496,52,0
1682,override_layer_step,7328,116,0
1682,resource_manager_decide,11488,116,0
1682,dvfs_controller_set,21472,379,0
1683,replay_buffer_add,225824,326,0
1683,lag_feature_extract,85440,820,0
1683,preference_plane_get,8384,156,0
1683,tegra_daemon_sample,25888,140,0
1683,rl_arbiter_act,9824,52,0
1683,override_layer_step,7200,116,0
1683,resource_manager_decide,11648,116,0
1683,dvfs_controller_set,21472,379,0
1684,replay_buffer_add,240992,326,0
1684,lag_feature_extract,86080,820,0
1684,preference_plane_get,8800,156,0
1684,tegra_daemon_sample,26400,140,0
1684,rl_arbiter_act,10592,52,0
1684,override_layer_step,7360,116,0
1684,resource_manager_decide,12160,116,0
1684,dvfs_controller_set,21376,379,0
1685,replay_buffer_add,225920,326,0
1685,lag_feature_extract,87456,820,0
1685,preference_plane_get,9824,371,0
1685,tegra_daemon_sample,27904,140,0
1685,rl_arbiter_act,11776,52,0
1685,override_layer_step,7968,116,0
1685,resource_manager_decide,11968,116,0
1685,dvfs_controller_set,21408,379,0
1686,replay_buffer_add,243552,326,0
1686,lag_feature_extract,88416,820,0
1686,preference_plane_get,8672,156,0
1686,tegra_daemon_sample,26368,140,0
1686,rl_arbiter_act,10496,52,0
1686,override_layer_step,7296,116,0
1686,resource_manager_decide,11968,116,0
1686,dvfs_controller_set,21568,379,0
1687,replay_buffer_add,227104,326,0
1687,lag_feature_extract,88736,820,0
1687,preference_plane_get,8544,156,0
1687,tegra_daemon_sample,25568,140,0
1687,rl_arbiter_act,10720,52,0
1687,override_layer_step,7328,116,0
1687,resource_manager_decide,11264,116,0
1687,dvfs_controller_set,21120,379,0
1688,replay_buffer_add,227136,326,0
1688,lag_feature_extract,87488,820,0
1688,preference_plane_get,8416,156,0
1688,tegra_daemon_sample,25792,140,0
1688,rl_arbiter_act,10528,52,0
1688,override_layer_step,7584,116,0
1688,resource_manager_decide,11968,116,0
1688,dvfs_controller_set,21248,379,0
1689,replay_buffer_add,226496,326,0
1689,lag_feature_extract,86912,820,0
1689,preference_plane_get,8480,156,0
1689,tegra_daemon_sample,26400,140,0
1689,rl_arbiter_act,10400,52,0
1689,override_layer_step,7328,116,0
1689,resource_manager_decide,11808,116,0
1689,dvfs_controller_set,22240,147,0
1690,replay_buffer_add,266912,262,0
1690,lag_feature_extract,89472,820,0
1690,preference_plane_get,8608,156,0
1690,tegra_daemon_sample,26272,140,0
1690,rl_arbiter_act,10720,52,0
1690,override_layer_step,8128,116,0
1690,resource_manager_decide,11712,116,0
1690,dvfs_controller_set,21216,379,0
1691,replay_buffer_add,224064,326,0
1691,lag_feature_extract,86816,820,0
1691,preference_plane_get,8352,156,0
1691,tegra_daemon_sample,26080,140,0
1691,rl_arbiter_act,10304,52,0
1691,override_layer_step,7232,116,0
1691,resource_manager_decide,11552,116,0
1691,dvfs_controller_set,20928,379,0
1692,replay_buffer_add,225184,326,0
1692,lag_feature_extract,87040,820,0
1692,preference_plane_get,8672,156,0
1692,tegra_daemon_sample,26272,140,0
1692,rl_arbiter_act,10560,52,0
1692,override_layer_step,7424,116,0
1692,resource_manager_decide,12224,116,0
1692,dvfs_controller_set,21216,379,0
1693,replay_buffer_add,235904,326,0
1693,lag_feature_extract,87616,820,0
1693,preference_plane_get,8512,156,0
1693,tegra_daemon_sample,26592,140,0
1693,rl_arbiter_act,10304,52,0
1693,override_layer_step,7584,116,0
1693,resource_manager_decide,11936,116,0
1693,dvfs_controller_set,21280,379,0
1694,replay_buffer_add,232960,326,0
1694,lag_feature_extract,92576,1036,0
1694,preference_plane_get,8416,156,0
