omega_name,n_episodes,n_steps,mean_scalarised_reward,tail_p99_ms,mean_energy_step,mean_memory_delta,wall_time_s
energy_corner,200,5912,-0.17781762928980452,1.277562571340244,0.17781762928980452,0.17866223120963623,6.6387327359989285
memory_corner,200,5912,-0.17866223120963623,1.1949513346189633,0.17781762928980452,0.17866223120963623,6.483311808027793
center,200,5912,-0.050035726251294876,1.1775654659140857,0.17781762928980452,0.17866223120963623,6.490322304016445
