step,generate_ms,forward_ms,backward_ms,optim_ms,total_ms,loss,reward_mean,reward_std,gpu_util_pct,gpu_freq_mhz,ram_used_mb,ram_total_mb,vdd_gpu_mw,vdd_cpu_mw,override_fired,override_reason
0,1159.0085439383984,112.65183985233307,609.8120007663965,1827.3134399205446,3722.235295921564,1.5134831666946411,0.4583333432674408,0.05892555043101311,46.45935857429798,0,17606,30697,10697,2654,1,latency 3722.24 > 2000.0
1,681.6110070794821,63.677920028567314,103.28924842178822,329.83312010765076,1178.655456751585,1.0642013549804688,0.4583333730697632,0.176776722073555,61.79187387215951,0,19490,30697,13300,2589,0,
2,708.8305279612541,62.6596175134182,104.24060747027397,325.9275518357754,1201.9130568951368,4.522496223449707,0.5416666865348816,0.05892559140920639,77.9564925961205,0,20082,30697,16205,2895,0,
3,689.1674250364304,61.99647858738899,103.4354567527771,577.1741438657045,1432.0141766220331,0.8517016172409058,0.1666666716337204,0.0,75.87434025583646,0,20292,30697,16340,2809,0,
4,689.9545285850763,61.90307065844536,102.72156819701195,329.44524846971035,1184.2545922845602,1.1297804117202759,0.3333333432674408,0.1178511455655098,73.05676079338953,0,20334,30697,15925,2758,0,
5,406.54352121055126,63.63996863365173,110.66732741892338,486.69289611279964,1067.8051207214594,2.933241367340088,0.4285714626312256,0.2020305097103119,86.82269739416812,0,20348,30697,17467,2888,0,
6,683.8319040834904,62.41670437157154,104.22566346824169,331.65692910552025,1182.3727693408728,4.204763412475586,0.5416666865348816,0.05892559140920639,72.88617933204561,0,20349,30697,16230,2685,0,
7,686.0941760241985,62.2662715613842,103.92156802117825,326.3540808111429,1178.8813769817352,0.839552640914917,0.2916666865348816,0.1767766922712326,70.40555535298189,0,20349,30697,15610,2580,0,
8,690.9049283713102,62.826527282595634,105.94150424003601,572.019936516881,1431.9435525685549,4.345206260681152,0.4583333730697632,0.176776722073555,75.51827433284497,0,20349,30697,16183,2714,0,
9,687.9931520670652,62.293823808431625,102.95308753848076,326.8843535333872,1180.370656773448,4.371434688568115,0.5833333730697632,0.0,71.83736441794825,0,20349,30697,15880,2672,0,
10,704.2838707566261,64.36150334775448,108.03510434925556,335.8631990849972,1212.792094796896,1.560871958732605,0.5416666865348816,0.1767766922712326,86.64778034932093,0,20349,30697,16976,2940,0,
11,685.5821441859007,62.5348798930645,103.79519872367382,474.68054480850697,1326.8475849181414,2.6218602657318115,0.625,0.294627845287323,78.98587040507051,0,20349,30697,16446,2698,0,
12,699.4792316108942,62.39151954650879,103.75820845365524,327.0480651408434,1192.9124481976032,4.086479187011719,0.4166666865348816,0.2357022911310196,76.94878306839543,0,20349,30697,16722,2778,0,
13,689.5158085972071,62.24873661994934,103.87955233454704,327.44988799095154,1183.3403520286083,4.11257266998291,0.4583333730697632,0.176776722073555,70.95519033091328,0,20349,30697,15990,2599,0,
14,686.5278091281652,62.86144070327282,103.19260880351067,329.75449599325657,1182.5782731175423,1.740232229232788,0.4583333432674408,0.05892555043101311,68.89466127967331,0,20349,30697,15500,2519,0,
15,707.3221430182457,63.39689716696739,105.10220751166344,327.6066556572914,1203.677887097001,1.8118406534194946,0.25,0.1178511381149292,83.60820439760067,0,20349,30697,17261,2857,0,
16,686.4588484168053,62.4556802213192,102.52051055431366,539.7702734917402,1391.4436809718609,4.9191412925720215,0.625,0.05892555043101311,77.39068546637188,0,20349,30697,16576,2754,0,
17,693.5723852366209,62.340255826711655,103.17471995949745,327.1355200558901,1186.467744410038,1.9852838516235352,0.375,0.0589255727827549,74.86055599228588,0,20349,30697,16201,2752,0,
